identity_key,reading_type,reading_name,source_label,display_ref,canonical_mt_ref,canonical_lxx_ref,source_convention,canonicalization_confidence,canonicalization_note,spans_json
rid_19297e7bfc90b2b19f6b,scripture,,Heb 7:26-28,Heb 7:26-28,Heb 7:26-28,Heb 7:26-28,modern_english_reference,high,,"[{""book"": ""Heb"", ""canonical_lxx_ref"": ""Heb 7:26-28"", ""canonical_mt_ref"": ""Heb 7:26-28"", ""chapter_end"": 7, ""chapter_start"": 7, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Heb 7:26-28"", ""validation_basis"": """", ""verse_end"": 28, ""verse_start"": 26}]"
rid_d19c255410d713fe4b62,scripture,,Heb 8,Heb 8,Heb 8,Heb 8,modern_english_reference,high,,"[{""book"": ""Heb"", ""canonical_lxx_ref"": ""Heb 8"", ""canonical_mt_ref"": ""Heb 8"", ""chapter_end"": 8, ""chapter_start"": 8, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Heb 8"", ""validation_basis"": """", ""verse_end"": null, ""verse_start"": null}]"
rid_377779f8ff1ee868fbe6,scripture,,Heb 8:1-13,Heb 8:1-13,Heb 8:1-13,Heb 8:1-13,modern_english_reference,high,,"[{""book"": ""Heb"", ""canonical_lxx_ref"": ""Heb 8:1-13"", ""canonical_mt_ref"": ""Heb 8:1-13"", ""chapter_end"": 8, ""chapter_start"": 8, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Heb 8:1-13"", ""validation_basis"": """", ""verse_end"": 13, ""verse_start"": 1}]"
rid_598f27d79e464fd1ae7f,scripture,,Heb 9:1-10,Heb 9:1-10,Heb 9:1-10,Heb 9:1-10,modern_english_reference,high,,"[{""book"": ""Heb"", ""canonical_lxx_ref"": ""Heb 9:1-10"", ""canonical_mt_ref"": ""Heb 9:1-10"", ""chapter_end"": 9, ""chapter_start"": 9, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Heb 9:1-10"", ""validation_basis"": """", ""verse_end"": 10, ""verse_start"": 1}]"
rid_734d1fb697841eee02a4,scripture,,Heb 9:1-12,Heb 9:1-12,Heb 9:1-12,Heb 9:1-12,modern_english_reference,high,,"[{""book"": ""Heb"", ""canonical_lxx_ref"": ""Heb 9:1-12"", ""canonical_mt_ref"": ""Heb 9:1-12"", ""chapter_end"": 9, ""chapter_start"": 9, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Heb 9:1-12"", ""validation_basis"": """", ""verse_end"": 12, ""verse_start"": 1}]"
rid_f35aa8dad0b5d7ca3707,scripture,,Heb 9:11-28,Heb 9:11-28,Heb 9:11-28,Heb 9:11-28,modern_english_reference,high,,"[{""book"": ""Heb"", ""canonical_lxx_ref"": ""Heb 9:11-28"", ""canonical_mt_ref"": ""Heb 9:11-28"", ""chapter_end"": 9, ""chapter_start"": 9, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Heb 9:11-28"", ""validation_basis"": """", ""verse_end"": 28, ""verse_start"": 11}]"
rid_bfa3449dafe309ebcb10,scripture,,Hos 10:12-11:2,Hos 10:12-11:2,Hos 10:12-11:2,Hos 10:12-11:2,modern_english_reference,high,,"[{""book"": ""Hos"", ""canonical_lxx_ref"": ""Hos 10:12-11:2"", ""canonical_mt_ref"": ""Hos 10:12-11:2"", ""chapter_end"": 11, ""chapter_start"": 10, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Hos 10:12-11:2"", ""validation_basis"": """", ""verse_end"": 2, ""verse_start"": 12}]"
rid_5aa65ef9c811a749bc66,scripture,,Hos 10:12-15,Hos 10:12-15,Hos 10:12-15,Hos 10:12-15,modern_english_reference,high,,"[{""book"": ""Hos"", ""canonical_lxx_ref"": ""Hos 10:12-15"", ""canonical_mt_ref"": ""Hos 10:12-15"", ""chapter_end"": 10, ""chapter_start"": 10, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Hos 10:12-15"", ""validation_basis"": """", ""verse_end"": 15, ""verse_start"": 12}]"
rid_a5542ccaf2c934bbd997,scripture,,Hos 11:1-2,Hos 11:1-2,Hos 11:1-2,Hos 11:1-2,modern_english_reference,high,,"[{""book"": ""Hos"", ""canonical_lxx_ref"": ""Hos 11:1-2"", ""canonical_mt_ref"": ""Hos 11:1-2"", ""chapter_end"": 11, ""chapter_start"": 11, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Hos 11:1-2"", ""validation_basis"": """", ""verse_end"": 2, ""verse_start"": 1}]"
rid_51b705f0fe56936ed731,scripture,,"Hos 2:1-3,2:10-11","Hos 2:1-3,2:10-11","Hos 2:1-3,2:10-11","Hos 2:1-3,2:10-11",modern_english_reference,high,,"[{""book"": ""Hos"", ""canonical_lxx_ref"": ""Hos 2:1-3,2:10-11"", ""canonical_mt_ref"": ""Hos 2:1-3,2:10-11"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Hos 2:1-3,2:10-11"", ""validation_basis"": """", ""verse_end"": 3, ""verse_start"": 1}, {""book"": ""Hos"", ""canonical_lxx_ref"": ""Hos 2:1-3,2:10-11"", ""canonical_mt_ref"": ""Hos 2:1-3,2:10-11"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Hos 2:1-3,2:10-11"", ""validation_basis"": """", ""verse_end"": 11, ""verse_start"": 10}]"
rid_132d5d45dd7e31f004b7,scripture,,Hos 4:1-8,Hos 4:1-8,Hos 4:1-8,Hos 4:1-8,modern_english_reference,high,,"[{""book"": ""Hos"", ""canonical_lxx_ref"": ""Hos 4:1-8"", ""canonical_mt_ref"": ""Hos 4:1-8"", ""chapter_end"": 4, ""chapter_start"": 4, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Hos 4:1-8"", ""validation_basis"": """", ""verse_end"": 8, ""verse_start"": 1}]"
rid_4174ab42642c34a54f1e,scripture,,Hos 4:15-19,Hos 4:15-19,Hos 4:15-19,Hos 4:15-19,modern_english_reference,high,,"[{""book"": ""Hos"", ""canonical_lxx_ref"": ""Hos 4:15-19"", ""canonical_mt_ref"": ""Hos 4:15-19"", ""chapter_end"": 4, ""chapter_start"": 4, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Hos 4:15-19"", ""validation_basis"": """", ""verse_end"": 19, ""verse_start"": 15}]"
rid_6375e2206441e7c82c00,scripture,,Hos 4:15-5:7,Hos 4:15-5:7,Hos 4:15-5:7,Hos 4:15-5:7,modern_english_reference,high,,"[{""book"": ""Hos"", ""canonical_lxx_ref"": ""Hos 4:15-5:7"", ""canonical_mt_ref"": ""Hos 4:15-5:7"", ""chapter_end"": 5, ""chapter_start"": 4, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Hos 4:15-5:7"", ""validation_basis"": """", ""verse_end"": 7, ""verse_start"": 15}]"
rid_a5512dbf2aba7b654f97,scripture,,Hos 5:1-7,Hos 5:1-7,Hos 5:1-7,Hos 5:1-7,modern_english_reference,high,,"[{""book"": ""Hos"", ""canonical_lxx_ref"": ""Hos 5:1-7"", ""canonical_mt_ref"": ""Hos 5:1-7"", ""chapter_end"": 5, ""chapter_start"": 5, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Hos 5:1-7"", ""validation_basis"": """", ""verse_end"": 7, ""verse_start"": 1}]"
rid_2397fc80704f44df38d6,scripture,,Hos 5:13-6:3,Hos 5:13-6:3,Hos 5:13-6:3,Hos 5:13-6:3,lxx_liturgical_or_fixture_label,high,,"[{""book"": ""Hos"", ""canonical_lxx_ref"": ""Hos 5:13-6:3"", ""canonical_mt_ref"": ""Hos 5:13-6:3"", ""chapter_end"": 6, ""chapter_start"": 5, ""confidence"": ""high"", ""source_convention"": ""lxx_liturgical_or_fixture_label"", ""source_ref"": ""Hos 5:13-6:3"", ""validation_basis"": """", ""verse_end"": 3, ""verse_start"": 13}]"
rid_aea37d12f9fcde6a714f,scripture,,Hos 9:14-10:2,Hos 9:14-10:2,Hos 9:14-10:2,Hos 9:14-10:2,modern_english_reference,high,,"[{""book"": ""Hos"", ""canonical_lxx_ref"": ""Hos 9:14-10:2"", ""canonical_mt_ref"": ""Hos 9:14-10:2"", ""chapter_end"": 10, ""chapter_start"": 9, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Hos 9:14-10:2"", ""validation_basis"": """", ""verse_end"": 2, ""verse_start"": 14}]"
rid_1b71fb689c25c031a97a,scripture,,Isa 10:1-4,Isa 10:1-4,Isa 10:1-4,Isa 10:1-4,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 10:1-4"", ""canonical_mt_ref"": ""Isa 10:1-4"", ""chapter_end"": 10, ""chapter_start"": 10, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 10:1-4"", ""validation_basis"": """", ""verse_end"": 4, ""verse_start"": 1}]"
rid_261e16223cf9307a0a24,scripture,,Isa 10:12-21,Isa 10:12-21,Isa 10:12-21,Isa 10:12-21,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 10:12-21"", ""canonical_mt_ref"": ""Isa 10:12-21"", ""chapter_end"": 10, ""chapter_start"": 10, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 10:12-21"", ""validation_basis"": """", ""verse_end"": 21, ""verse_start"": 12}]"
rid_17f67d20179e4647e731,scripture,,Isa 11:10-16,Isa 11:10-16,Isa 11:10-16,Isa 11:10-16,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 11:10-16"", ""canonical_mt_ref"": ""Isa 11:10-16"", ""chapter_end"": 11, ""chapter_start"": 11, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 11:10-16"", ""validation_basis"": """", ""verse_end"": 16, ""verse_start"": 10}]"
rid_3808a4494242e428c6ef,scripture,,Isa 12:1-2,Isa 12:1-2,Isa 12:1-2,Isa 12:1-2,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 12:1-2"", ""canonical_mt_ref"": ""Isa 12:1-2"", ""chapter_end"": 12, ""chapter_start"": 12, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 12:1-2"", ""validation_basis"": """", ""verse_end"": 2, ""verse_start"": 1}]"
rid_10578ba445da60f939f0,scripture,,Isa 12:2-13:10,Isa 12:2-13:10,Isa 12:2-13:10,Isa 12:2-13:10,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 12:2-13:10"", ""canonical_mt_ref"": ""Isa 12:2-13:10"", ""chapter_end"": 13, ""chapter_start"": 12, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 12:2-13:10"", ""validation_basis"": """", ""verse_end"": 10, ""verse_start"": 2}]"
rid_345ec4159fec4bfb52b2,scripture,,Isa 13:2-13,Isa 13:2-13,Isa 13:2-13,Isa 13:2-13,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 13:2-13"", ""canonical_mt_ref"": ""Isa 13:2-13"", ""chapter_end"": 13, ""chapter_start"": 13, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 13:2-13"", ""validation_basis"": """", ""verse_end"": 13, ""verse_start"": 2}]"
rid_f9d721dc98af6d7d345b,scripture,,Isa 14:24-32,Isa 14:24-32,Isa 14:24-32,Isa 14:24-32,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 14:24-32"", ""canonical_mt_ref"": ""Isa 14:24-32"", ""chapter_end"": 14, ""chapter_start"": 14, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 14:24-32"", ""validation_basis"": """", ""verse_end"": 32, ""verse_start"": 24}]"
rid_c07f2d7123e4d534e97d,scripture,,Isa 19:19-25,Isa 19:19-25,Isa 19:19-25,Isa 19:19-25,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 19:19-25"", ""canonical_mt_ref"": ""Isa 19:19-25"", ""chapter_end"": 19, ""chapter_start"": 19, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 19:19-25"", ""validation_basis"": """", ""verse_end"": 25, ""verse_start"": 19}]"
rid_3653df6dccdcc78ae8c7,scripture,,Isa 1:1-9,Isa 1:1-9,Isa 1:1-9,Isa 1:1-9,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 1:1-9"", ""canonical_mt_ref"": ""Isa 1:1-9"", ""chapter_end"": 1, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 1:1-9"", ""validation_basis"": """", ""verse_end"": 9, ""verse_start"": 1}]"
rid_ad5909611144dab6e854,scripture,,Isa 1:16-26,Isa 1:16-26,Isa 1:16-26,Isa 1:16-26,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 1:16-26"", ""canonical_mt_ref"": ""Isa 1:16-26"", ""chapter_end"": 1, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 1:16-26"", ""validation_basis"": """", ""verse_end"": 26, ""verse_start"": 16}]"
rid_daa1fa465e092161ee7e,scripture,,Isa 1:19-25,Isa 1:19-25,Isa 1:19-25,Isa 1:19-25,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 1:19-25"", ""canonical_mt_ref"": ""Isa 1:19-25"", ""chapter_end"": 1, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 1:19-25"", ""validation_basis"": """", ""verse_end"": 25, ""verse_start"": 19}]"
rid_e6af0766ab457676feb2,scripture,,Isa 1:2-18,Isa 1:2-18,Isa 1:2-18,Isa 1:2-18,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 1:2-18"", ""canonical_mt_ref"": ""Isa 1:2-18"", ""chapter_end"": 1, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 1:2-18"", ""validation_basis"": """", ""verse_end"": 18, ""verse_start"": 2}]"
rid_4c5e32ae725adad6fccd,scripture,,Isa 1:2-9,Isa 1:2-9,Isa 1:2-9,Isa 1:2-9,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 1:2-9"", ""canonical_mt_ref"": ""Isa 1:2-9"", ""chapter_end"": 1, ""chapter_start"": 1, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 1:2-9"", ""validation_basis"": """", ""verse_end"": 9, ""verse_start"": 2}]"
rid_242bbbab85a3f359203a,scripture,,Isa 24:1-13,Isa 24:1-13,Isa 24:1-13,Isa 24:1-13,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 24:1-13"", ""canonical_mt_ref"": ""Isa 24:1-13"", ""chapter_end"": 24, ""chapter_start"": 24, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 24:1-13"", ""validation_basis"": """", ""verse_end"": 13, ""verse_start"": 1}]"
rid_8e142dce9dfba9abf968,scripture,,Isa 25:1-12,Isa 25:1-12,Isa 25:1-12,Isa 25:1-12,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 25:1-12"", ""canonical_mt_ref"": ""Isa 25:1-12"", ""chapter_end"": 25, ""chapter_start"": 25, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 25:1-12"", ""validation_basis"": """", ""verse_end"": 12, ""verse_start"": 1}]"
rid_c284a54c620f3367324c,scripture,,Isa 26:1-8,Isa 26:1-8,Isa 26:1-8,Isa 26:1-8,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 26:1-8"", ""canonical_mt_ref"": ""Isa 26:1-8"", ""chapter_end"": 26, ""chapter_start"": 26, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 26:1-8"", ""validation_basis"": """", ""verse_end"": 8, ""verse_start"": 1}]"
rid_bb48bc796b8760df10fa,scripture,,Isa 26:1-9,Isa 26:1-9,Isa 26:1-9,Isa 26:1-9,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 26:1-9"", ""canonical_mt_ref"": ""Isa 26:1-9"", ""chapter_end"": 26, ""chapter_start"": 26, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 26:1-9"", ""validation_basis"": """", ""verse_end"": 9, ""verse_start"": 1}]"
rid_5c40444db14df63b23a8,scripture,,Isa 26:21-27,Isa 26:21-27,Isa 26:21-27,Isa 26:21-27,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 26:21-27"", ""canonical_mt_ref"": ""Isa 26:21-27"", ""chapter_end"": 26, ""chapter_start"": 26, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 26:21-27"", ""validation_basis"": """", ""verse_end"": 27, ""verse_start"": 21}]"
rid_e013d16647a0acb4732f,scripture,,Isa 26:9-20,Isa 26:9-20,Isa 26:9-20,Isa 26:9-20,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 26:9-20"", ""canonical_mt_ref"": ""Isa 26:9-20"", ""chapter_end"": 26, ""chapter_start"": 26, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 26:9-20"", ""validation_basis"": """", ""verse_end"": 20, ""verse_start"": 9}]"
rid_d0c31ecd81d3e2ebb47a,scripture,,Isa 27:11-28:15,Isa 27:11-28:15,Isa 27:11-28:15,Isa 27:11-28:15,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 27:11-28:15"", ""canonical_mt_ref"": ""Isa 27:11-28:15"", ""chapter_end"": 28, ""chapter_start"": 27, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 27:11-28:15"", ""validation_basis"": """", ""verse_end"": 15, ""verse_start"": 11}]"
rid_13581b8cbe1df6d4a06c,scripture,,Isa 28:14-22,Isa 28:14-22,Isa 28:14-22,Isa 28:14-22,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 28:14-22"", ""canonical_mt_ref"": ""Isa 28:14-22"", ""chapter_end"": 28, ""chapter_start"": 28, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 28:14-22"", ""validation_basis"": """", ""verse_end"": 22, ""verse_start"": 14}]"
rid_277b3bf74110c25ffb6e,scripture,,Isa 28:16-29,Isa 28:16-29,Isa 28:16-29,Isa 28:16-29,lxx_liturgical_or_fixture_label,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 28:16-29"", ""canonical_mt_ref"": ""Isa 28:16-29"", ""chapter_end"": 28, ""chapter_start"": 28, ""confidence"": ""high"", ""source_convention"": ""lxx_liturgical_or_fixture_label"", ""source_ref"": ""Isa 28:16-29"", ""validation_basis"": """", ""verse_end"": 29, ""verse_start"": 16}]"
rid_5113dd5a8828bded1acd,scripture,,Isa 29:12-23,Isa 29:12-23,Isa 29:12-23,Isa 29:12-23,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 29:12-23"", ""canonical_mt_ref"": ""Isa 29:12-23"", ""chapter_end"": 29, ""chapter_start"": 29, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 29:12-23"", ""validation_basis"": """", ""verse_end"": 23, ""verse_start"": 12}]"
rid_b56f3da7126f7979db10,scripture,,Isa 2:1-3,Isa 2:1-3,Isa 2:1-3,Isa 2:1-3,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 2:1-3"", ""canonical_mt_ref"": ""Isa 2:1-3"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 2:1-3"", ""validation_basis"": """", ""verse_end"": 3, ""verse_start"": 1}]"
rid_e69cf669f4becb218ff3,scripture,,Isa 2:10-21,Isa 2:10-21,Isa 2:10-21,Isa 2:10-21,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 2:10-21"", ""canonical_mt_ref"": ""Isa 2:10-21"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 2:10-21"", ""validation_basis"": """", ""verse_end"": 21, ""verse_start"": 10}]"
rid_a3cfd4d13a9e55f578b2,scripture,,Isa 2:11-19,Isa 2:11-19,Isa 2:11-19,Isa 2:11-19,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 2:11-19"", ""canonical_mt_ref"": ""Isa 2:11-19"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 2:11-19"", ""validation_basis"": """", ""verse_end"": 19, ""verse_start"": 11}]"
rid_9c393f2824bed58f1a9f,scripture,,Isa 2:3-11,Isa 2:3-11,Isa 2:3-11,Isa 2:3-11,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 2:3-11"", ""canonical_mt_ref"": ""Isa 2:3-11"", ""chapter_end"": 2, ""chapter_start"": 2, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 2:3-11"", ""validation_basis"": """", ""verse_end"": 11, ""verse_start"": 3}]"
rid_e26edbf31ba81691553f,scripture,,Isa 30:25-30,Isa 30:25-30,Isa 30:25-30,Isa 30:25-30,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 30:25-30"", ""canonical_mt_ref"": ""Isa 30:25-30"", ""chapter_end"": 30, ""chapter_start"": 30, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 30:25-30"", ""validation_basis"": """", ""verse_end"": 30, ""verse_start"": 25}]"
rid_ebeae403cd9da22a0469,scripture,,Isa 35:1-10,Isa 35:1-10,Isa 35:1-10,Isa 35:1-10,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 35:1-10"", ""canonical_mt_ref"": ""Isa 35:1-10"", ""chapter_end"": 35, ""chapter_start"": 35, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 35:1-10"", ""validation_basis"": """", ""verse_end"": 10, ""verse_start"": 1}]"
rid_2a7ec8679d59a9d7d69e,scripture,,Isa 37:33-38,Isa 37:33-38,Isa 37:33-38,Isa 37:33-38,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 37:33-38"", ""canonical_mt_ref"": ""Isa 37:33-38"", ""chapter_end"": 37, ""chapter_start"": 37, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 37:33-38"", ""validation_basis"": """", ""verse_end"": 38, ""verse_start"": 33}]"
rid_bf915f5f1529658abed4,scripture,,Isa 38:1-6,Isa 38:1-6,Isa 38:1-6,Isa 38:1-6,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 38:1-6"", ""canonical_mt_ref"": ""Isa 38:1-6"", ""chapter_end"": 38, ""chapter_start"": 38, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 38:1-6"", ""validation_basis"": """", ""verse_end"": 6, ""verse_start"": 1}]"
rid_796d3974d64c02889ca1,scripture,,Isa 38:10-20,Isa 38:10-20,Isa 38:10-20,Isa 38:10-20,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 38:10-20"", ""canonical_mt_ref"": ""Isa 38:10-20"", ""chapter_end"": 38, ""chapter_start"": 38, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 38:10-20"", ""validation_basis"": """", ""verse_end"": 20, ""verse_start"": 10}]"
rid_1ebd99d5b80b35e4c5e1,scripture,,Isa 3:1-14,Isa 3:1-14,Isa 3:1-14,Isa 3:1-14,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 3:1-14"", ""canonical_mt_ref"": ""Isa 3:1-14"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 3:1-14"", ""validation_basis"": """", ""verse_end"": 14, ""verse_start"": 1}]"
rid_2f2ca45446d156914dd8,scripture,,Isa 3:5-12,Isa 3:5-12,Isa 3:5-12,Isa 3:5-12,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 3:5-12"", ""canonical_mt_ref"": ""Isa 3:5-12"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 3:5-12"", ""validation_basis"": """", ""verse_end"": 12, ""verse_start"": 5}]"
rid_2d7636b67c778e36f4c5,scripture,,Isa 3:9-15,Isa 3:9-15,Isa 3:9-15,Isa 3:9-15,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 3:9-15"", ""canonical_mt_ref"": ""Isa 3:9-15"", ""chapter_end"": 3, ""chapter_start"": 3, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 3:9-15"", ""validation_basis"": """", ""verse_end"": 15, ""verse_start"": 9}]"
rid_07a98121b2a6c00d24d1,scripture,,Isa 40:1-5,Isa 40:1-5,Isa 40:1-5,Isa 40:1-5,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 40:1-5"", ""canonical_mt_ref"": ""Isa 40:1-5"", ""chapter_end"": 40, ""chapter_start"": 40, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 40:1-5"", ""validation_basis"": """", ""verse_end"": 5, ""verse_start"": 1}]"
rid_aabd8eede1db1452040d,scripture,,Isa 40:1-8,Isa 40:1-8,Isa 40:1-8,Isa 40:1-8,modern_english_reference,high,,"[{""book"": ""Isa"", ""canonical_lxx_ref"": ""Isa 40:1-8"", ""canonical_mt_ref"": ""Isa 40:1-8"", ""chapter_end"": 40, ""chapter_start"": 40, ""confidence"": ""high"", ""source_convention"": ""modern_english_reference"", ""source_ref"": ""Isa 40:1-8"", ""validation_basis"": """", ""verse_end"": 8, ""verse_start"": 1}]"
