day_title,service_hour,identity_key,display_ref,source_count,sources,source_titles,source_editions,source_locators,bucket,statuses,removed_marker,citation,attestation_note
Tuesday Eve,Third Hour,rid_6082cb57cda84f2bf806,"Ps 28:9,28:2 (LXX Ps 27:9; Ps 27:2)",1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text","out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 4100; source_ref=Ps 28:9,28:2",old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 4100; source_ref=Ps 28:9,28:2 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=4100 | source_ref=Ps 28:9,28:2 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:4100",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Tuesday Eve,Third Hour,rid_b9224e7edb547a30e943,Lk 13:31-35,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,"out/data/pascha_day_hour_index.csv:row 49; source_ref=Ps 13:3,5; Luke 13:31-35",single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 49; source_ref=Ps 13:3,5; Luke 13:31-35 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=49 | source_ref=Ps 13:3,5; Luke 13:31-35 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Tuesday Eve,Third Hour,rid_f5ce91b8996a871b27ba,Mal 1:1-9,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 48; source_ref=Mal 1:1-9,single_source_candidate,current_working_source_not_coptic_reader_checked,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 48; source_ref=Mal 1:1-9 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=48 | source_ref=Mal 1:1-9 | provenance=api extraction, replay using source_file and source_row_id",Single-source candidate retained with source citation. Not promoted to current Coptic Reader authority.
Wednesday,Eleventh Hour,rid_2743446b52a2479a34ac,Jn 12:27-36,2,coptic_reader_fixture_wednesday_day; katameros_api_sqlite,"Coptic Reader app, Pascha Wednesday Day fixture supplied by George; pierresaid Katameros API SQLite source bundled in repo","local repo snapshot of pierresaid Katameros API SQLite database; manual Coptic Reader fixture supplied by George, 2026-06-15",out/data/pascha_day_hour_index.csv:row 77; source_ref=Ps 6:2-3; Ps 69:17; John 12:27-36 || tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 26; source_ref=John 12:27-36,current_confirmed,current_confirmed_by_fixture_equivalence; current_confirmed_coptic_reader,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 77; source_ref=Ps 6:2-3; Ps 69:17; John 12:27-36 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=77 | source_ref=Ps 6:2-3; Ps 69:17; John 12:27-36 | provenance=St Mary Ottawa Holy Pascha book correction 2026-06-14; source_key=coptic_reader_fixture_wednesday_day | source_title=Coptic Reader app, Pascha Wednesday Day fixture supplied by George | source_edition=manual Coptic Reader fixture supplied by George, 2026-06-15 | source_locator=tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 26; source_ref=John 12:27-36 | source_file=tests/fixtures/pascha_wednesday_day_coptic_reader.json | source_row_id=26 | source_ref=John 12:27-36 | provenance=Coptic Reader screenshot fixture supplied by George",Current within captured Coptic Reader fixture scope or matched to that fixture after canonical identity normalization.
Wednesday,Eleventh Hour,rid_277b3bf74110c25ffb6e,Isa 28:16-29,2,coptic_reader_fixture_wednesday_day; katameros_api_sqlite,"Coptic Reader app, Pascha Wednesday Day fixture supplied by George; pierresaid Katameros API SQLite source bundled in repo","local repo snapshot of pierresaid Katameros API SQLite database; manual Coptic Reader fixture supplied by George, 2026-06-15",out/data/pascha_day_hour_index.csv:row 76; source_ref=Isa 28:16-29 || tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 23; source_ref=Isaiah 28:16-29,current_confirmed,current_confirmed_by_fixture_equivalence; current_confirmed_coptic_reader,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 76; source_ref=Isa 28:16-29 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=76 | source_ref=Isa 28:16-29 | provenance=St Mary Ottawa Holy Pascha book correction 2026-06-14; source_key=coptic_reader_fixture_wednesday_day | source_title=Coptic Reader app, Pascha Wednesday Day fixture supplied by George | source_edition=manual Coptic Reader fixture supplied by George, 2026-06-15 | source_locator=tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 23; source_ref=Isaiah 28:16-29 | source_file=tests/fixtures/pascha_wednesday_day_coptic_reader.json | source_row_id=23 | source_ref=Isaiah 28:16-29 | provenance=Coptic Reader screenshot fixture supplied by George",Current within captured Coptic Reader fixture scope or matched to that fixture after canonical identity normalization.
Wednesday,Eleventh Hour,rid_6a749188726ed430761c,Ps 6:2-3,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 77; source_ref=Ps 6:2-3; Ps 69:17; John 12:27-36,single_source_candidate,pending_psalm_equivalence_unresolved,,source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 77; source_ref=Ps 6:2-3; Ps 69:17; John 12:27-36 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=77 | source_ref=Ps 6:2-3; Ps 69:17; John 12:27-36 | provenance=St Mary Ottawa Holy Pascha book correction 2026-06-14,"Psalm row kept unresolved because source label, verse boundary, or bundled Psalm+Gospel extraction does not yet have an encoded Brenton/KJV text-equivalence match. Source refs: Ps 6:2-3; Ps 69:17; John 12:27-36"
Wednesday,Eleventh Hour,rid_7727752ced614b97f28b,Ps 6:1-2 (LXX Ps 6:2-3),1,coptic_reader_fixture_wednesday_day,"Coptic Reader app, Pascha Wednesday Day fixture supplied by George","manual Coptic Reader fixture supplied by George, 2026-06-15",tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 24; source_ref=Psalm 6:2-3,current_confirmed,current_confirmed_coptic_reader,,"source_key=coptic_reader_fixture_wednesday_day | source_title=Coptic Reader app, Pascha Wednesday Day fixture supplied by George | source_edition=manual Coptic Reader fixture supplied by George, 2026-06-15 | source_locator=tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 24; source_ref=Psalm 6:2-3 | source_file=tests/fixtures/pascha_wednesday_day_coptic_reader.json | source_row_id=24 | source_ref=Psalm 6:2-3 | provenance=Coptic Reader screenshot fixture supplied by George",Current within captured Coptic Reader fixture scope or matched to that fixture after canonical identity normalization.
Wednesday,Eleventh Hour,rid_a2e15120b4b9057e101f,Ps 69:16 (LXX Ps 68:17),1,coptic_reader_fixture_wednesday_day,"Coptic Reader app, Pascha Wednesday Day fixture supplied by George","manual Coptic Reader fixture supplied by George, 2026-06-15",tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 25; source_ref=Psalm 68:17,current_confirmed,current_confirmed_coptic_reader,,"source_key=coptic_reader_fixture_wednesday_day | source_title=Coptic Reader app, Pascha Wednesday Day fixture supplied by George | source_edition=manual Coptic Reader fixture supplied by George, 2026-06-15 | source_locator=tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 25; source_ref=Psalm 68:17 | source_file=tests/fixtures/pascha_wednesday_day_coptic_reader.json | source_row_id=25 | source_ref=Psalm 68:17 | provenance=Coptic Reader screenshot fixture supplied by George",Current within captured Coptic Reader fixture scope or matched to that fixture after canonical identity normalization.
Wednesday,Eleventh Hour,rid_c14d6ec7e6088fbdcf20,"Ps 6:2,6:3,69:17 (LXX Ps 6:2,6:3,69:17; Ps 6:2,6:3,69:17; Ps 68:17)",1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text","out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 8419; source_ref=Ps 6:2,6:3,69:17",old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 8419; source_ref=Ps 6:2,6:3,69:17 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=8419 | source_ref=Ps 6:2,6:3,69:17 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:8419",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Wednesday,Eleventh Hour,rid_f7dce566f98596f724e3,Ps 69:17 (LXX Ps 68:17),1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 77; source_ref=Ps 6:2-3; Ps 69:17; John 12:27-36,single_source_candidate,pending_psalm_equivalence_unresolved,,source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 77; source_ref=Ps 6:2-3; Ps 69:17; John 12:27-36 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=77 | source_ref=Ps 6:2-3; Ps 69:17; John 12:27-36 | provenance=St Mary Ottawa Holy Pascha book correction 2026-06-14,"Psalm row kept unresolved because source label, verse boundary, or bundled Psalm+Gospel extraction does not yet have an encoded Brenton/KJV text-equivalence match. Source refs: Ps 6:2-3; Ps 69:17; John 12:27-36"
Wednesday,First Hour,rid_03fee652493b21f24f4e,Ps 51:4 (LXX Ps 50:6),2,coptic_reader_fixture_wednesday_day; katameros_api_sqlite,"Coptic Reader app, Pascha Wednesday Day fixture supplied by George; pierresaid Katameros API SQLite source bundled in repo","local repo snapshot of pierresaid Katameros API SQLite database; manual Coptic Reader fixture supplied by George, 2026-06-15",out/data/pascha_day_hour_index.csv:row 61; source_ref=Ps 51:4; Ps 33:10; John 11:46-57 || tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 4; source_ref=Psalm 50:6,current_confirmed,current_confirmed_by_fixture_equivalence; current_confirmed_coptic_reader,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 61; source_ref=Ps 51:4; Ps 33:10; John 11:46-57 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=61 | source_ref=Ps 51:4; Ps 33:10; John 11:46-57 | provenance=St Mary Ottawa Holy Pascha book correction 2026-06-14; source_key=coptic_reader_fixture_wednesday_day | source_title=Coptic Reader app, Pascha Wednesday Day fixture supplied by George | source_edition=manual Coptic Reader fixture supplied by George, 2026-06-15 | source_locator=tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 4; source_ref=Psalm 50:6 | source_file=tests/fixtures/pascha_wednesday_day_coptic_reader.json | source_row_id=4 | source_ref=Psalm 50:6 | provenance=Coptic Reader screenshot fixture supplied by George",Current within captured Coptic Reader fixture scope or matched to that fixture after canonical identity normalization.
Wednesday,First Hour,rid_18b6dea20e9d1e9ef8dd,Wis 1:20-2:15,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 59; source_ref=Wis 1:20-2:15,old_edition_only_candidate_removed,historical_candidate_removed,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 59; source_ref=Wis 1:20-2:15 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=59 | source_ref=Wis 1:20-2:15 | provenance=api extraction, replay using source_file and source_row_id","Present in older/local Pascha data but absent from the scoped Coptic Reader Wednesday Day fixture. Retained as candidate removed reading, not deleted."
Wednesday,First Hour,rid_2397fc80704f44df38d6,Hos 5:13-6:3,2,coptic_reader_fixture_wednesday_day; katameros_api_sqlite,"Coptic Reader app, Pascha Wednesday Day fixture supplied by George; pierresaid Katameros API SQLite source bundled in repo","local repo snapshot of pierresaid Katameros API SQLite database; manual Coptic Reader fixture supplied by George, 2026-06-15",out/data/pascha_day_hour_index.csv:row 58; source_ref=Hos 5:13-6:3 || tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 3; source_ref=Hosea 5:13-6:3,current_confirmed,current_confirmed_by_fixture_equivalence; current_confirmed_coptic_reader,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 58; source_ref=Hos 5:13-6:3 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=58 | source_ref=Hos 5:13-6:3 | provenance=St Mary Ottawa Holy Pascha book correction 2026-06-14; source_key=coptic_reader_fixture_wednesday_day | source_title=Coptic Reader app, Pascha Wednesday Day fixture supplied by George | source_edition=manual Coptic Reader fixture supplied by George, 2026-06-15 | source_locator=tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 3; source_ref=Hosea 5:13-6:3 | source_file=tests/fixtures/pascha_wednesday_day_coptic_reader.json | source_row_id=3 | source_ref=Hosea 5:13-6:3 | provenance=Coptic Reader screenshot fixture supplied by George",Current within captured Coptic Reader fixture scope or matched to that fixture after canonical identity normalization.
Wednesday,First Hour,rid_39fa796fd662e4a38893,Prov 3:5-14,2,coptic_reader_fixture_wednesday_day; katameros_api_sqlite,"Coptic Reader app, Pascha Wednesday Day fixture supplied by George; pierresaid Katameros API SQLite source bundled in repo","local repo snapshot of pierresaid Katameros API SQLite database; manual Coptic Reader fixture supplied by George, 2026-06-15",out/data/pascha_day_hour_index.csv:row 57; source_ref=Prov 3:5-14 || tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 2; source_ref=Proverbs 3:5-14,current_confirmed,current_confirmed_by_fixture_equivalence; current_confirmed_coptic_reader,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 57; source_ref=Prov 3:5-14 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=57 | source_ref=Prov 3:5-14 | provenance=St Mary Ottawa Holy Pascha book correction 2026-06-14; source_key=coptic_reader_fixture_wednesday_day | source_title=Coptic Reader app, Pascha Wednesday Day fixture supplied by George | source_edition=manual Coptic Reader fixture supplied by George, 2026-06-15 | source_locator=tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 2; source_ref=Proverbs 3:5-14 | source_file=tests/fixtures/pascha_wednesday_day_coptic_reader.json | source_row_id=2 | source_ref=Proverbs 3:5-14 | provenance=Coptic Reader screenshot fixture supplied by George",Current within captured Coptic Reader fixture scope or matched to that fixture after canonical identity normalization.
Wednesday,First Hour,rid_4582d6daafbeb38ac0f3,"Ps 51:4,33:10 (LXX Ps 50:4; Ps 32:10)",1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text","out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 7341; source_ref=Ps 51:4,33:10",old_edition_only,historical_witness,,"source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 7341; source_ref=Ps 51:4,33:10 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=7341 | source_ref=Ps 51:4,33:10 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:7341",Historical printed witness retained for comparison. Not current authority where Coptic Reader fixture applies.
Wednesday,First Hour,rid_467e73392b86e856773a,Jn 11:46-57,2,coptic_reader_fixture_wednesday_day; katameros_api_sqlite,"Coptic Reader app, Pascha Wednesday Day fixture supplied by George; pierresaid Katameros API SQLite source bundled in repo","local repo snapshot of pierresaid Katameros API SQLite database; manual Coptic Reader fixture supplied by George, 2026-06-15",out/data/pascha_day_hour_index.csv:row 61; source_ref=Ps 51:4; Ps 33:10; John 11:46-57 || tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 6; source_ref=John 11:46-57,current_confirmed,current_confirmed_by_fixture_equivalence; current_confirmed_coptic_reader,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 61; source_ref=Ps 51:4; Ps 33:10; John 11:46-57 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=61 | source_ref=Ps 51:4; Ps 33:10; John 11:46-57 | provenance=St Mary Ottawa Holy Pascha book correction 2026-06-14; source_key=coptic_reader_fixture_wednesday_day | source_title=Coptic Reader app, Pascha Wednesday Day fixture supplied by George | source_edition=manual Coptic Reader fixture supplied by George, 2026-06-15 | source_locator=tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 6; source_ref=John 11:46-57 | source_file=tests/fixtures/pascha_wednesday_day_coptic_reader.json | source_row_id=6 | source_ref=John 11:46-57 | provenance=Coptic Reader screenshot fixture supplied by George",Current within captured Coptic Reader fixture scope or matched to that fixture after canonical identity normalization.
Wednesday,First Hour,rid_636dfd619b2a6d26e7c7,Wis 3:12-24,1,katameros_api_sqlite,pierresaid Katameros API SQLite source bundled in repo,local repo snapshot of pierresaid Katameros API SQLite database,out/data/pascha_day_hour_index.csv:row 60; source_ref=Wis 3:12-24,old_edition_only_candidate_removed,historical_candidate_removed,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 60; source_ref=Wis 3:12-24 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=60 | source_ref=Wis 3:12-24 | provenance=api extraction, replay using source_file and source_row_id","Present in older/local Pascha data but absent from the scoped Coptic Reader Wednesday Day fixture. Retained as candidate removed reading, not deleted."
Wednesday,First Hour,rid_9905be0bd5f113e1fd65,Exod 17:1-7,2,coptic_reader_fixture_wednesday_day; katameros_api_sqlite,"Coptic Reader app, Pascha Wednesday Day fixture supplied by George; pierresaid Katameros API SQLite source bundled in repo","local repo snapshot of pierresaid Katameros API SQLite database; manual Coptic Reader fixture supplied by George, 2026-06-15",out/data/pascha_day_hour_index.csv:row 56; source_ref=Exod 17:1-7 || tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 1; source_ref=Exodus 17:1-7,current_confirmed,current_confirmed_by_fixture_equivalence; current_confirmed_coptic_reader,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 56; source_ref=Exod 17:1-7 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=56 | source_ref=Exod 17:1-7 | provenance=St Mary Ottawa Holy Pascha book correction 2026-06-14; source_key=coptic_reader_fixture_wednesday_day | source_title=Coptic Reader app, Pascha Wednesday Day fixture supplied by George | source_edition=manual Coptic Reader fixture supplied by George, 2026-06-15 | source_locator=tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 1; source_ref=Exodus 17:1-7 | source_file=tests/fixtures/pascha_wednesday_day_coptic_reader.json | source_row_id=1 | source_ref=Exodus 17:1-7 | provenance=Coptic Reader screenshot fixture supplied by George",Current within captured Coptic Reader fixture scope or matched to that fixture after canonical identity normalization.
Wednesday,First Hour,rid_e2e0dbf183569f4ac715,Ps 33:10 (LXX Ps 32:10),2,coptic_reader_fixture_wednesday_day; katameros_api_sqlite,"Coptic Reader app, Pascha Wednesday Day fixture supplied by George; pierresaid Katameros API SQLite source bundled in repo","local repo snapshot of pierresaid Katameros API SQLite database; manual Coptic Reader fixture supplied by George, 2026-06-15",out/data/pascha_day_hour_index.csv:row 61; source_ref=Ps 51:4; Ps 33:10; John 11:46-57 || tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 5; source_ref=Psalm 32:10,current_confirmed,current_confirmed_by_fixture_equivalence; current_confirmed_coptic_reader,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 61; source_ref=Ps 51:4; Ps 33:10; John 11:46-57 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=61 | source_ref=Ps 51:4; Ps 33:10; John 11:46-57 | provenance=St Mary Ottawa Holy Pascha book correction 2026-06-14; source_key=coptic_reader_fixture_wednesday_day | source_title=Coptic Reader app, Pascha Wednesday Day fixture supplied by George | source_edition=manual Coptic Reader fixture supplied by George, 2026-06-15 | source_locator=tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 5; source_ref=Psalm 32:10 | source_file=tests/fixtures/pascha_wednesday_day_coptic_reader.json | source_row_id=5 | source_ref=Psalm 32:10 | provenance=Coptic Reader screenshot fixture supplied by George",Current within captured Coptic Reader fixture scope or matched to that fixture after canonical identity normalization.
Wednesday,Ninth Hour,rid_0454a5416c3e8f3cf699,Isa 48:1-6,1,st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text,"Lent 1734 A.M., 2018 A.D. eBook extracted text",out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 7779; source_ref=Isa 48:1-6,old_edition_only_candidate_removed,historical_candidate_removed,"(removed, attested St. Mary Ottawa Holy Pascha p. 308 line 7779 as Isa 48:1-6; absent from Coptic Reader Wednesday Day fixture supplied by George)","source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 7779; source_ref=Isa 48:1-6 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=7779 | source_ref=Isa 48:1-6 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:7779; source_page=308","Present in older/local Pascha data but absent from the scoped Coptic Reader Wednesday Day fixture. Retained as candidate removed reading, not deleted."
Wednesday,Ninth Hour,rid_448071a4438a77092116,Num 20:1-13,2,coptic_reader_fixture_wednesday_day; katameros_api_sqlite,"Coptic Reader app, Pascha Wednesday Day fixture supplied by George; pierresaid Katameros API SQLite source bundled in repo","local repo snapshot of pierresaid Katameros API SQLite database; manual Coptic Reader fixture supplied by George, 2026-06-15",out/data/pascha_day_hour_index.csv:row 71; source_ref=Num 20:1-13 || tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 19; source_ref=Numbers 20:1-13,current_confirmed,current_confirmed_by_fixture_equivalence; current_confirmed_coptic_reader,,"source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 71; source_ref=Num 20:1-13 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=71 | source_ref=Num 20:1-13 | provenance=St Mary Ottawa Holy Pascha book correction 2026-06-14; source_key=coptic_reader_fixture_wednesday_day | source_title=Coptic Reader app, Pascha Wednesday Day fixture supplied by George | source_edition=manual Coptic Reader fixture supplied by George, 2026-06-15 | source_locator=tests/fixtures/pascha_wednesday_day_coptic_reader.json:row 19; source_ref=Numbers 20:1-13 | source_file=tests/fixtures/pascha_wednesday_day_coptic_reader.json | source_row_id=19 | source_ref=Numbers 20:1-13 | provenance=Coptic Reader screenshot fixture supplied by George",Current within captured Coptic Reader fixture scope or matched to that fixture after canonical identity normalization.
Wednesday,Ninth Hour,rid_4eb25ced32de0a82f2e8,Isa 59:1-17,2,katameros_api_sqlite; st_mary_ottawa_pascha,St. Mary Ottawa Holy Pascha extracted text; pierresaid Katameros API SQLite source bundled in repo,"Lent 1734 A.M., 2018 A.D. eBook extracted text; local repo snapshot of pierresaid Katameros API SQLite database",out/data/pascha_day_hour_index.csv:row 73; source_ref=Isa 59:1-17 || out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 8091; source_ref=Isa 59:1-17,old_edition_only_candidate_removed,historical_candidate_removed,"(removed, attested St. Mary Ottawa Holy Pascha p. 320 line 8091 as Isa 59:1-17; absent from Coptic Reader Wednesday Day fixture supplied by George)","source_key=katameros_api_sqlite | source_title=pierresaid Katameros API SQLite source bundled in repo | source_edition=local repo snapshot of pierresaid Katameros API SQLite database | source_locator=out/data/pascha_day_hour_index.csv:row 73; source_ref=Isa 59:1-17 | source_file=out/data/pascha_day_hour_index.csv | source_row_id=73 | source_ref=Isa 59:1-17 | provenance=api extraction, replay using source_file and source_row_id; source_key=st_mary_ottawa_pascha | source_title=St. Mary Ottawa Holy Pascha extracted text | source_edition=Lent 1734 A.M., 2018 A.D. eBook extracted text | source_locator=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:line 8091; source_ref=Isa 59:1-17 | source_file=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt | source_row_id=8091 | source_ref=Isa 59:1-17 | provenance=out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt:8091; source_page=320","Present in older/local Pascha data but absent from the scoped Coptic Reader Wednesday Day fixture. Retained as candidate removed reading, not deleted."
