book,book_abbrev,chapter,verse_start,verse_end,raw_segment,normalized_segment,canonical_segment,source,source_table,source_type,cycle,day_key,month_number,month_name,day,week,day_of_week,day_name,season,other,reading_slot,raw_ref,normalized_ref
Matthew,Matt,10,24,33,40.10:24-33,Matt 10:24-33,Matt 10:24-33,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 22,10,Baunah,22,,,,,3/22,vespers_gospel,40.10:24-33,Matt 10:24-33
Psalms,Ps,113,1,2,19.113:1-2,Ps 113:1-2,Ps 113:1-2,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 22,10,Baunah,22,,,,,3/22,matins_psalm,19.113:1-2,Ps 113:1-2
Mark,Mark,8,34,38,41.8:34-38*,Mark 8:34-38,Mark 8:34-38,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 22,10,Baunah,22,,,,,3/22,matins_gospel,41.8:34-38*@+41.9:1,Mark 8:34-38; Mark 9:1
Mark,Mark,9,1,1,41.9:1,Mark 9:1,Mark 9:1,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 22,10,Baunah,22,,,,,3/22,matins_gospel,41.8:34-38*@+41.9:1,Mark 8:34-38; Mark 9:1
Romans,Rom,8,14,27,45.8:14-27,Rom 8:14-27,Rom 8:14-27,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 22,10,Baunah,22,,,,,3/22,liturgy_pauline,45.8:14-27,Rom 8:14-27
1 Peter,1Pet,2,11,17,60.2:11-17,1Pet 2:11-17,1Pet 2:11-17,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 22,10,Baunah,22,,,,,3/22,liturgy_catholic,60.2:11-17,1Pet 2:11-17
Acts,Acts,19,11,20,44.19:11-20,Acts 19:11-20,Acts 19:11-20,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 22,10,Baunah,22,,,,,3/22,liturgy_acts,44.19:11-20,Acts 19:11-20
Psalms,Ps,66,12,14,19.66:12-14,Ps 66:12-14,Ps 66:12-14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 22,10,Baunah,22,,,,,3/22,liturgy_psalm,19.66:12-14,Ps 66:12-14
Luke,Lk,21,12,19,42.21:12-19,Lk 21:12-19,Lk 21:12-19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 22,10,Baunah,22,,,,,3/22,liturgy_gospel,42.21:12-19,Lk 21:12-19
Psalms,Ps,32,11,11,19.32:11*,Ps 32:11,Ps 32:11,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 23,10,Baunah,23,,,,,5/22,vespers_psalm,19.32:11*@+19.33:1*@+19.32:6,Ps 32:11; Ps 33:1; Ps 32:6
Psalms,Ps,33,1,1,19.33:1*,Ps 33:1,Ps 33:1,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 23,10,Baunah,23,,,,,5/22,vespers_psalm,19.32:11*@+19.33:1*@+19.32:6,Ps 32:11; Ps 33:1; Ps 32:6
Psalms,Ps,32,6,6,19.32:6,Ps 32:6,Ps 32:6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 23,10,Baunah,23,,,,,5/22,vespers_psalm,19.32:11*@+19.33:1*@+19.32:6,Ps 32:11; Ps 33:1; Ps 32:6
Matthew,Matt,25,14,23,40.25:14-23,Matt 25:14-23,Matt 25:14-23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 23,10,Baunah,23,,,,,5/22,vespers_gospel,40.25:14-23,Matt 25:14-23
Psalms,Ps,33,1,1,"19.33:1,12",Ps 33:1,Ps 33:1,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 23,10,Baunah,23,,,,,5/22,matins_psalm,"19.33:1,12","Ps 33:1,12"
Psalms,Ps,33,12,12,"19.33:1,12",Ps 33:12,Ps 33:12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 23,10,Baunah,23,,,,,5/22,matins_psalm,"19.33:1,12","Ps 33:1,12"
Luke,Lk,19,11,19,42.19:11-19,Lk 19:11-19,Lk 19:11-19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 23,10,Baunah,23,,,,,5/22,matins_gospel,42.19:11-19,Lk 19:11-19
Philippians,Phil,3,20,21,50.3:20-21*,Phil 3:20-21,Phil 3:20-21,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 23,10,Baunah,23,,,,,5/22,liturgy_pauline,50.3:20-21*@+50.4:1-9,Phil 3:20-21; Phil 4:1-9
Philippians,Phil,4,1,9,50.4:1-9,Phil 4:1-9,Phil 4:1-9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 23,10,Baunah,23,,,,,5/22,liturgy_pauline,50.3:20-21*@+50.4:1-9,Phil 3:20-21; Phil 4:1-9
James,James,5,9,20,59.5:9-20,James 5:9-20,James 5:9-20,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 23,10,Baunah,23,,,,,5/22,liturgy_catholic,59.5:9-20,James 5:9-20
Acts,Acts,11,19,26,44.11:19-26,Acts 11:19-26,Acts 11:19-26,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 23,10,Baunah,23,,,,,5/22,liturgy_acts,44.11:19-26,Acts 11:19-26
Psalms,Ps,34,19,19,19.34:19*,Ps 34:19,Ps 34:19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 23,10,Baunah,23,,,,,5/22,liturgy_psalm,19.34:19*@+19.68:3,Ps 34:19; Ps 68:3
Psalms,Ps,68,3,3,19.68:3,Ps 68:3,Ps 68:3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 23,10,Baunah,23,,,,,5/22,liturgy_psalm,19.34:19*@+19.68:3,Ps 34:19; Ps 68:3
Luke,Lk,12,32,44,42.12:32-44,Lk 12:32-44,Lk 12:32-44,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 23,10,Baunah,23,,,,,5/22,liturgy_gospel,42.12:32-44,Lk 12:32-44
Psalms,Ps,40,2,3,19.40:2-3,Ps 40:2-3,Ps 40:2-3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 24,10,Baunah,24,,,,,12/3,vespers_psalm,19.40:2-3,Ps 40:2-3
Matthew,Matt,7,22,25,40.7:22-25,Matt 7:22-25,Matt 7:22-25,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 24,10,Baunah,24,,,,,12/3,vespers_gospel,40.7:22-25,Matt 7:22-25
Psalms,Ps,89,24,24,"19.89:24,19",Ps 89:24,Ps 89:24,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 24,10,Baunah,24,,,,,12/3,matins_psalm,"19.89:24,19","Ps 89:24,19"
Psalms,Ps,89,19,19,"19.89:24,19",Ps 89:19,Ps 89:19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 24,10,Baunah,24,,,,,12/3,matins_psalm,"19.89:24,19","Ps 89:24,19"
Luke,Lk,13,23,30,42.13:23-30,Lk 13:23-30,Lk 13:23-30,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 24,10,Baunah,24,,,,,12/3,matins_gospel,42.13:23-30,Lk 13:23-30
1 Corinthians,1Cor,3,1,8,46.3:1-8,1Cor 3:1-8,1Cor 3:1-8,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 24,10,Baunah,24,,,,,12/3,liturgy_pauline,46.3:1-8,1Cor 3:1-8
2 Peter,2Pet,1,1,11,61.1:1-11,2Pet 1:1-11,2Pet 1:1-11,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 24,10,Baunah,24,,,,,12/3,liturgy_catholic,61.1:1-11,2Pet 1:1-11
Acts,Acts,15,13,29,44.15:13-29,Acts 15:13-29,Acts 15:13-29,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 24,10,Baunah,24,,,,,12/3,liturgy_acts,44.15:13-29,Acts 15:13-29
Psalms,Ps,61,1,3,19.61:1-3,Ps 61:1-3,Ps 61:1-3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 24,10,Baunah,24,,,,,12/3,liturgy_psalm,19.61:1-3,Ps 61:1-3
Luke,Lk,14,25,35,42.14:25-35,Lk 14:25-35,Lk 14:25-35,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 24,10,Baunah,24,,,,,12/3,liturgy_gospel,42.14:25-35,Lk 14:25-35
Psalms,Ps,5,11,12,19.5:11-12,Ps 5:11-12,Ps 5:11-12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 25,10,Baunah,25,,,,,5/1,vespers_psalm,19.5:11-12,Ps 5:11-12
Matthew,Matt,10,24,33,40.10:24-33,Matt 10:24-33,Matt 10:24-33,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 25,10,Baunah,25,,,,,5/1,vespers_gospel,40.10:24-33,Matt 10:24-33
Psalms,Ps,34,19,20,19.34:19-20,Ps 34:19-20,Ps 34:19-20,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 25,10,Baunah,25,,,,,5/1,matins_psalm,19.34:19-20,Ps 34:19-20
John,Jn,12,20,26,43.12:20-26,Jn 12:20-26,Jn 12:20-26,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 25,10,Baunah,25,,,,,5/1,matins_gospel,43.12:20-26,Jn 12:20-26
2 Corinthians,2Cor,11,16,33,47.11:16-33*,2Cor 11:16-33,2Cor 11:16-33,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 25,10,Baunah,25,,,,,5/1,liturgy_pauline,47.11:16-33*@+47.12:1-12,2Cor 11:16-33; 2Cor 12:1-12
2 Corinthians,2Cor,12,1,12,47.12:1-12,2Cor 12:1-12,2Cor 12:1-12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 25,10,Baunah,25,,,,,5/1,liturgy_pauline,47.11:16-33*@+47.12:1-12,2Cor 11:16-33; 2Cor 12:1-12
1 Peter,1Pet,1,25,25,60.1:25*,1Pet 1:25,1Pet 1:25,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 25,10,Baunah,25,,,,,5/1,liturgy_catholic,60.1:25*@+60.2:1-10,1Pet 1:25; 1Pet 2:1-10
1 Peter,1Pet,2,1,10,60.2:1-10,1Pet 2:1-10,1Pet 2:1-10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 25,10,Baunah,25,,,,,5/1,liturgy_catholic,60.1:25*@+60.2:1-10,1Pet 1:25; 1Pet 2:1-10
Acts,Acts,6,1,15,44.6:1-15*,Acts 6:1-15,Acts 6:1-15,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 25,10,Baunah,25,,,,,5/1,liturgy_acts,44.6:1-15*@+44.7:1-2,Acts 6:1-15; Acts 7:1-2
Acts,Acts,7,1,2,44.7:1-2,Acts 7:1-2,Acts 7:1-2,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 25,10,Baunah,25,,,,,5/1,liturgy_acts,44.6:1-15*@+44.7:1-2,Acts 6:1-15; Acts 7:1-2
Psalms,Ps,21,3,3,"19.21:3,5",Ps 21:3,Ps 21:3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 25,10,Baunah,25,,,,,5/1,liturgy_psalm,"19.21:3,5","Ps 21:3,5"
Psalms,Ps,21,5,5,"19.21:3,5",Ps 21:5,Ps 21:5,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 25,10,Baunah,25,,,,,5/1,liturgy_psalm,"19.21:3,5","Ps 21:3,5"
Luke,Lk,10,1,20,42.10:1-20,Lk 10:1-20,Lk 10:1-20,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 25,10,Baunah,25,,,,,5/1,liturgy_gospel,42.10:1-20,Lk 10:1-20
Psalms,Ps,105,14,15,19.105:14-15,Ps 105:14-15,Ps 105:14-15,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 26,10,Baunah,26,,,,,1/8,vespers_psalm,19.105:14-15,Ps 105:14-15
Luke,Lk,11,37,51,42.11:37-51,Lk 11:37-51,Lk 11:37-51,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 26,10,Baunah,26,,,,,1/8,vespers_gospel,42.11:37-51,Lk 11:37-51
Psalms,Ps,105,26,26,"19.105:26,27,45",Ps 105:26,Ps 105:26,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 26,10,Baunah,26,,,,,1/8,matins_psalm,"19.105:26,27,45","Ps 105:26,27,45"
Psalms,Ps,105,27,27,"19.105:26,27,45",Ps 105:27,Ps 105:27,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 26,10,Baunah,26,,,,,1/8,matins_psalm,"19.105:26,27,45","Ps 105:26,27,45"
Psalms,Ps,105,45,45,"19.105:26,27,45",Ps 105:45,Ps 105:45,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 26,10,Baunah,26,,,,,1/8,matins_psalm,"19.105:26,27,45","Ps 105:26,27,45"
Matthew,Matt,17,1,9,40.17:1-9,Matt 17:1-9,Matt 17:1-9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 26,10,Baunah,26,,,,,1/8,matins_gospel,40.17:1-9,Matt 17:1-9
Hebrews,Heb,11,17,27,58.11:17-27,Heb 11:17-27,Heb 11:17-27,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 26,10,Baunah,26,,,,,1/8,liturgy_pauline,58.11:17-27,Heb 11:17-27
2 Peter,2Pet,1,19,21,61.1:19-21*,2Pet 1:19-21,2Pet 1:19-21,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 26,10,Baunah,26,,,,,1/8,liturgy_catholic,61.1:19-21*@+61.2:1-8,2Pet 1:19-21; 2Pet 2:1-8
2 Peter,2Pet,2,1,8,61.2:1-8,2Pet 2:1-8,2Pet 2:1-8,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 26,10,Baunah,26,,,,,1/8,liturgy_catholic,61.1:19-21*@+61.2:1-8,2Pet 1:19-21; 2Pet 2:1-8
Acts,Acts,15,21,29,44.15:21-29,Acts 15:21-29,Acts 15:21-29,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 26,10,Baunah,26,,,,,1/8,liturgy_acts,44.15:21-29,Acts 15:21-29
Psalms,Ps,99,6,7,19.99:6-7,Ps 99:6-7,Ps 99:6-7,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 26,10,Baunah,26,,,,,1/8,liturgy_psalm,19.99:6-7,Ps 99:6-7
Matthew,Matt,23,13,36,40.23:13-36,Matt 23:13-36,Matt 23:13-36,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 26,10,Baunah,26,,,,,1/8,liturgy_gospel,40.23:13-36,Matt 23:13-36
Psalms,Ps,40,9,9,"19.40:9,2",Ps 40:9,Ps 40:9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 27,10,Baunah,27,,,,,8/30,vespers_psalm,"19.40:9,2","Ps 40:9,2"
Psalms,Ps,40,2,2,"19.40:9,2",Ps 40:2,Ps 40:2,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 27,10,Baunah,27,,,,,8/30,vespers_psalm,"19.40:9,2","Ps 40:9,2"
Mark,Mark,6,6,13,41.6:6-13,Mark 6:6-13,Mark 6:6-13,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 27,10,Baunah,27,,,,,8/30,vespers_gospel,41.6:6-13,Mark 6:6-13
Psalms,Ps,105,1,3,19.105:1-3,Ps 105:1-3,Ps 105:1-3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 27,10,Baunah,27,,,,,8/30,matins_psalm,19.105:1-3,Ps 105:1-3
Mark,Mark,10,17,30,41.10:17-30,Mark 10:17-30,Mark 10:17-30,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 27,10,Baunah,27,,,,,8/30,matins_gospel,41.10:17-30,Mark 10:17-30
2 Timothy,2Tim,3,10,17,55.3:10-17*,2Tim 3:10-17,2Tim 3:10-17,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 27,10,Baunah,27,,,,,8/30,liturgy_pauline,55.3:10-17*@+55.4:1-18,2Tim 3:10-17; 2Tim 4:1-18
2 Timothy,2Tim,4,1,18,55.4:1-18,2Tim 4:1-18,2Tim 4:1-18,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 27,10,Baunah,27,,,,,8/30,liturgy_pauline,55.3:10-17*@+55.4:1-18,2Tim 3:10-17; 2Tim 4:1-18
1 Peter,1Pet,5,1,14,60.5:1-14,1Pet 5:1-14,1Pet 5:1-14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 27,10,Baunah,27,,,,,8/30,liturgy_catholic,60.5:1-14,1Pet 5:1-14
Acts,Acts,15,36,41,44.15:36-41*,Acts 15:36-41,Acts 15:36-41,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 27,10,Baunah,27,,,,,8/30,liturgy_acts,44.15:36-41*@+44.16:1-5,Acts 15:36-41; Acts 16:1-5
Acts,Acts,16,1,5,44.16:1-5,Acts 16:1-5,Acts 16:1-5,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 27,10,Baunah,27,,,,,8/30,liturgy_acts,44.15:36-41*@+44.16:1-5,Acts 15:36-41; Acts 16:1-5
Psalms,Ps,96,1,2,19.96:1-2,Ps 96:1-2,Ps 96:1-2,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 27,10,Baunah,27,,,,,8/30,liturgy_psalm,19.96:1-2,Ps 96:1-2
Mark,Mark,1,1,11,41.1:1-11,Mark 1:1-11,Mark 1:1-11,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 27,10,Baunah,27,,,,,8/30,liturgy_gospel,41.1:1-11,Mark 1:1-11
Psalms,Ps,110,4,4,"19.110:4,7",Ps 110:4,Ps 110:4,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,vespers_psalm,"19.110:4,7","Ps 110:4,7"
Psalms,Ps,110,7,7,"19.110:4,7",Ps 110:7,Ps 110:7,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,vespers_psalm,"19.110:4,7","Ps 110:4,7"
Matthew,Matt,16,13,19,40.16:13-19,Matt 16:13-19,Matt 16:13-19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,vespers_gospel,40.16:13-19,Matt 16:13-19
Psalms,Ps,73,23,23,"19.73:23,24,28*",Ps 73:23,Ps 73:23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,matins_psalm,"19.73:23,24,28*@+19.9:14","Ps 73:23,24,28; Ps 9:14"
Psalms,Ps,73,24,24,"19.73:23,24,28*",Ps 73:24,Ps 73:24,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,matins_psalm,"19.73:23,24,28*@+19.9:14","Ps 73:23,24,28; Ps 9:14"
Psalms,Ps,73,28,28,"19.73:23,24,28*",Ps 73:28,Ps 73:28,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,matins_psalm,"19.73:23,24,28*@+19.9:14","Ps 73:23,24,28; Ps 9:14"
Psalms,Ps,9,14,14,19.9:14,Ps 9:14,Ps 9:14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,matins_psalm,"19.73:23,24,28*@+19.9:14","Ps 73:23,24,28; Ps 9:14"
John,Jn,15,17,25,43.15:17-25,Jn 15:17-25,Jn 15:17-25,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,matins_gospel,43.15:17-25,Jn 15:17-25
2 Corinthians,2Cor,4,5,18,47.4:5-18*,2Cor 4:5-18,2Cor 4:5-18,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,liturgy_pauline,47.4:5-18*@+47.5:1-11,2Cor 4:5-18; 2Cor 5:1-11
2 Corinthians,2Cor,5,1,11,47.5:1-11,2Cor 5:1-11,2Cor 5:1-11,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,liturgy_pauline,47.4:5-18*@+47.5:1-11,2Cor 4:5-18; 2Cor 5:1-11
1 Peter,1Pet,2,18,25,60.2:18-25*,1Pet 2:18-25,1Pet 2:18-25,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,liturgy_catholic,60.2:18-25*@+60.3:1-7,1Pet 2:18-25; 1Pet 3:1-7
1 Peter,1Pet,3,1,7,60.3:1-7,1Pet 3:1-7,1Pet 3:1-7,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,liturgy_catholic,60.2:18-25*@+60.3:1-7,1Pet 2:18-25; 1Pet 3:1-7
Acts,Acts,20,17,38,44.20:17-38,Acts 20:17-38,Acts 20:17-38,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,liturgy_acts,44.20:17-38,Acts 20:17-38
Psalms,Ps,107,32,32,"19.107:32,41,42",Ps 107:32,Ps 107:32,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,liturgy_psalm,"19.107:32,41,42","Ps 107:32,41,42"
Psalms,Ps,107,41,41,"19.107:32,41,42",Ps 107:41,Ps 107:41,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,liturgy_psalm,"19.107:32,41,42","Ps 107:32,41,42"
Psalms,Ps,107,42,42,"19.107:32,41,42",Ps 107:42,Ps 107:42,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,liturgy_psalm,"19.107:32,41,42","Ps 107:32,41,42"
John,Jn,10,1,16,43.10:1-16,Jn 10:1-16,Jn 10:1-16,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 28,10,Baunah,28,,,,,11/3,liturgy_gospel,43.10:1-16,Jn 10:1-16
Psalms,Ps,65,4,5,19.65:4-5,Ps 65:4-5,Ps 65:4-5,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 29,10,Baunah,29,,,,,9/20,vespers_psalm,19.65:4-5,Ps 65:4-5
Matthew,Matt,24,42,47,40.24:42-47,Matt 24:42-47,Matt 24:42-47,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 29,10,Baunah,29,,,,,9/20,vespers_gospel,40.24:42-47,Matt 24:42-47
Psalms,Ps,37,17,17,"19.37:17,18,29",Ps 37:17,Ps 37:17,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 29,10,Baunah,29,,,,,9/20,matins_psalm,"19.37:17,18,29","Ps 37:17,18,29"
Psalms,Ps,37,18,18,"19.37:17,18,29",Ps 37:18,Ps 37:18,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 29,10,Baunah,29,,,,,9/20,matins_psalm,"19.37:17,18,29","Ps 37:17,18,29"
Psalms,Ps,37,29,29,"19.37:17,18,29",Ps 37:29,Ps 37:29,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 29,10,Baunah,29,,,,,9/20,matins_psalm,"19.37:17,18,29","Ps 37:17,18,29"
Mark,Mark,13,33,37,41.13:33-37,Mark 13:33-37,Mark 13:33-37,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 29,10,Baunah,29,,,,,9/20,matins_gospel,41.13:33-37,Mark 13:33-37
1 Corinthians,1Cor,3,4,23,46.3:4-23,1Cor 3:4-23,1Cor 3:4-23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 29,10,Baunah,29,,,,,9/20,liturgy_pauline,46.3:4-23,1Cor 3:4-23
1 Peter,1Pet,5,5,14,60.5:5-14,1Pet 5:5-14,1Pet 5:5-14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 29,10,Baunah,29,,,,,9/20,liturgy_catholic,60.5:5-14,1Pet 5:5-14
Acts,Acts,18,24,28,44.18:24-28*,Acts 18:24-28,Acts 18:24-28,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 29,10,Baunah,29,,,,,9/20,liturgy_acts,44.18:24-28*@+44.19:1-6,Acts 18:24-28; Acts 19:1-6
Acts,Acts,19,1,6,44.19:1-6,Acts 19:1-6,Acts 19:1-6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 29,10,Baunah,29,,,,,9/20,liturgy_acts,44.18:24-28*@+44.19:1-6,Acts 18:24-28; Acts 19:1-6
Psalms,Ps,37,30,31,19.37:30-31,Ps 37:30-31,Ps 37:30-31,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 29,10,Baunah,29,,,,,9/20,liturgy_psalm,19.37:30-31,Ps 37:30-31
Luke,Lk,16,1,12,42.16:1-12,Lk 16:1-12,Lk 16:1-12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 29,10,Baunah,29,,,,,9/20,liturgy_gospel,42.16:1-12,Lk 16:1-12
Psalms,Ps,52,8,9,19.52:8-9,Ps 52:8-9,Ps 52:8-9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 30,10,Baunah,30,,,,,,vespers_psalm,19.52:8-9,Ps 52:8-9
Luke,Lk,7,28,35,42.7:28-35,Lk 7:28-35,Lk 7:28-35,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 30,10,Baunah,30,,,,,,vespers_gospel,42.7:28-35,Lk 7:28-35
Psalms,Ps,92,10,10,"19.92:10,14,15",Ps 92:10,Ps 92:10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 30,10,Baunah,30,,,,,,matins_psalm,"19.92:10,14,15","Ps 92:10,14,15"
Psalms,Ps,92,14,14,"19.92:10,14,15",Ps 92:14,Ps 92:14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 30,10,Baunah,30,,,,,,matins_psalm,"19.92:10,14,15","Ps 92:10,14,15"
Psalms,Ps,92,15,15,"19.92:10,14,15",Ps 92:15,Ps 92:15,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 30,10,Baunah,30,,,,,,matins_psalm,"19.92:10,14,15","Ps 92:10,14,15"
