book,book_abbrev,chapter,verse_start,verse_end,raw_segment,normalized_segment,canonical_segment,source,source_table,source_type,cycle,day_key,month_number,month_name,day,week,day_of_week,day_name,season,other,reading_slot,raw_ref,normalized_ref
Psalms,Ps,132,9,9,"19.132:9,10,17,18",Ps 132:9,Ps 132:9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 14,10,Baunah,14,,,,,3/28,matins_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Psalms,Ps,132,10,10,"19.132:9,10,17,18",Ps 132:10,Ps 132:10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 14,10,Baunah,14,,,,,3/28,matins_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Psalms,Ps,132,17,17,"19.132:9,10,17,18",Ps 132:17,Ps 132:17,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 14,10,Baunah,14,,,,,3/28,matins_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Psalms,Ps,132,18,18,"19.132:9,10,17,18",Ps 132:18,Ps 132:18,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 14,10,Baunah,14,,,,,3/28,matins_psalm,"19.132:9,10,17,18","Ps 132:9,10,17,18"
Luke,Lk,6,17,23,42.6:17-23,Lk 6:17-23,Lk 6:17-23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 14,10,Baunah,14,,,,,3/28,matins_gospel,42.6:17-23,Lk 6:17-23
Hebrews,Heb,7,18,28,58.7:18-28*,Heb 7:18-28,Heb 7:18-28,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 14,10,Baunah,14,,,,,3/28,liturgy_pauline,58.7:18-28*@+58.8:1-13,Heb 7:18-28; Heb 8:1-13
Hebrews,Heb,8,1,13,58.8:1-13,Heb 8:1-13,Heb 8:1-13,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 14,10,Baunah,14,,,,,3/28,liturgy_pauline,58.7:18-28*@+58.8:1-13,Heb 7:18-28; Heb 8:1-13
3 John,3Jn,1,1,14,64.1:1-14,3Jn 1:1-14,3Jn 1:1-14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 14,10,Baunah,14,,,,,3/28,liturgy_catholic,64.1:1-14,3Jn 1:1-14
Acts,Acts,15,36,41,44.15:36-41*,Acts 15:36-41,Acts 15:36-41,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 14,10,Baunah,14,,,,,3/28,liturgy_acts,44.15:36-41*@+44.16:1-5,Acts 15:36-41; Acts 16:1-5
Acts,Acts,16,1,5,44.16:1-5,Acts 16:1-5,Acts 16:1-5,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 14,10,Baunah,14,,,,,3/28,liturgy_acts,44.15:36-41*@+44.16:1-5,Acts 15:36-41; Acts 16:1-5
Psalms,Ps,99,6,7,19.99:6-7,Ps 99:6-7,Ps 99:6-7,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 14,10,Baunah,14,,,,,3/28,liturgy_psalm,19.99:6-7,Ps 99:6-7
John,Jn,16,20,33,43.16:20-33,Jn 16:20-33,Jn 16:20-33,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 14,10,Baunah,14,,,,,3/28,liturgy_gospel,43.16:20-33,Jn 16:20-33
Psalms,Ps,68,35,35,"19.68:35,3",Ps 68:35,Ps 68:35,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 15,10,Baunah,15,,,,,3/15,vespers_psalm,"19.68:35,3","Ps 68:35,3"
Psalms,Ps,68,3,3,"19.68:35,3",Ps 68:3,Ps 68:3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 15,10,Baunah,15,,,,,3/15,vespers_psalm,"19.68:35,3","Ps 68:35,3"
Matthew,Matt,10,16,23,40.10:16-23,Matt 10:16-23,Matt 10:16-23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 15,10,Baunah,15,,,,,3/15,vespers_gospel,40.10:16-23,Matt 10:16-23
Psalms,Ps,97,11,12,19.97:11-12,Ps 97:11-12,Ps 97:11-12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 15,10,Baunah,15,,,,,3/15,matins_psalm,19.97:11-12,Ps 97:11-12
Mark,Mark,13,9,13,41.13:9-13,Mark 13:9-13,Mark 13:9-13,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 15,10,Baunah,15,,,,,3/15,matins_gospel,41.13:9-13,Mark 13:9-13
Hebrews,Heb,12,3,14,58.12:3-14,Heb 12:3-14,Heb 12:3-14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 15,10,Baunah,15,,,,,3/15,liturgy_pauline,58.12:3-14,Heb 12:3-14
1 Peter,1Pet,4,12,19,60.4:12-19,1Pet 4:12-19,1Pet 4:12-19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 15,10,Baunah,15,,,,,3/15,liturgy_catholic,60.4:12-19,1Pet 4:12-19
Acts,Acts,7,44,60,44.7:44-60*,Acts 7:44-60,Acts 7:44-60,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 15,10,Baunah,15,,,,,3/15,liturgy_acts,44.7:44-60*@+44.8:1,Acts 7:44-60; Acts 8:1
Acts,Acts,8,1,1,44.8:1,Acts 8:1,Acts 8:1,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 15,10,Baunah,15,,,,,3/15,liturgy_acts,44.7:44-60*@+44.8:1,Acts 7:44-60; Acts 8:1
Psalms,Ps,34,19,20,19.34:19-20,Ps 34:19-20,Ps 34:19-20,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 15,10,Baunah,15,,,,,3/15,liturgy_psalm,19.34:19-20,Ps 34:19-20
Luke,Lk,11,53,54,42.11:53-54*,Lk 11:53-54,Lk 11:53-54,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 15,10,Baunah,15,,,,,3/15,liturgy_gospel,42.11:53-54*@+42.12:1-12,Lk 11:53-54; Lk 12:1-12
Luke,Lk,12,1,12,42.12:1-12,Lk 12:1-12,Lk 12:1-12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 15,10,Baunah,15,,,,,3/15,liturgy_gospel,42.11:53-54*@+42.12:1-12,Lk 11:53-54; Lk 12:1-12
Psalms,Ps,112,6,6,"19.112:6,7,9",Ps 112:6,Ps 112:6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,vespers_psalm,"19.112:6,7,9","Ps 112:6,7,9"
Psalms,Ps,112,7,7,"19.112:6,7,9",Ps 112:7,Ps 112:7,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,vespers_psalm,"19.112:6,7,9","Ps 112:6,7,9"
Psalms,Ps,112,9,9,"19.112:6,7,9",Ps 112:9,Ps 112:9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,vespers_psalm,"19.112:6,7,9","Ps 112:6,7,9"
Matthew,Matt,24,42,47,40.24:42-47,Matt 24:42-47,Matt 24:42-47,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,vespers_gospel,40.24:42-47,Matt 24:42-47
Psalms,Ps,92,10,10,"19.92:10,14,15",Ps 92:10,Ps 92:10,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,matins_psalm,"19.92:10,14,15","Ps 92:10,14,15"
Psalms,Ps,92,14,14,"19.92:10,14,15",Ps 92:14,Ps 92:14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,matins_psalm,"19.92:10,14,15","Ps 92:10,14,15"
Psalms,Ps,92,15,15,"19.92:10,14,15",Ps 92:15,Ps 92:15,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,matins_psalm,"19.92:10,14,15","Ps 92:10,14,15"
Luke,Lk,19,11,19,42.19:11-19,Lk 19:11-19,Lk 19:11-19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,matins_gospel,42.19:11-19,Lk 19:11-19
Hebrews,Heb,11,32,40,58.11:32-40*,Heb 11:32-40,Heb 11:32-40,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,liturgy_pauline,58.11:32-40*@+58.12:1-2,Heb 11:32-40; Heb 12:1-2
Hebrews,Heb,12,1,2,58.12:1-2,Heb 12:1-2,Heb 12:1-2,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,liturgy_pauline,58.11:32-40*@+58.12:1-2,Heb 11:32-40; Heb 12:1-2
James,James,5,9,20,59.5:9-20,James 5:9-20,James 5:9-20,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,liturgy_catholic,59.5:9-20,James 5:9-20
Acts,Acts,18,24,28,44.18:24-28*,Acts 18:24-28,Acts 18:24-28,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,liturgy_acts,44.18:24-28*@+44.19:1-6,Acts 18:24-28; Acts 19:1-6
Acts,Acts,19,1,6,44.19:1-6,Acts 19:1-6,Acts 19:1-6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,liturgy_acts,44.18:24-28*@+44.19:1-6,Acts 18:24-28; Acts 19:1-6
Psalms,Ps,92,12,13,19.92:12-13,Ps 92:12-13,Ps 92:12-13,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,liturgy_psalm,19.92:12-13,Ps 92:12-13
Luke,Lk,12,32,44,42.12:32-44,Lk 12:32-44,Lk 12:32-44,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 16,10,Baunah,16,,,,,,liturgy_gospel,42.12:32-44,Lk 12:32-44
Psalms,Ps,32,11,11,19.32:11*,Ps 32:11,Ps 32:11,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 17,10,Baunah,17,,,,,5/22,vespers_psalm,19.32:11*@+19.33:1*@+19.32:6,Ps 32:11; Ps 33:1; Ps 32:6
Psalms,Ps,33,1,1,19.33:1*,Ps 33:1,Ps 33:1,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 17,10,Baunah,17,,,,,5/22,vespers_psalm,19.32:11*@+19.33:1*@+19.32:6,Ps 32:11; Ps 33:1; Ps 32:6
Psalms,Ps,32,6,6,19.32:6,Ps 32:6,Ps 32:6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 17,10,Baunah,17,,,,,5/22,vespers_psalm,19.32:11*@+19.33:1*@+19.32:6,Ps 32:11; Ps 33:1; Ps 32:6
Matthew,Matt,25,14,23,40.25:14-23,Matt 25:14-23,Matt 25:14-23,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 17,10,Baunah,17,,,,,5/22,vespers_gospel,40.25:14-23,Matt 25:14-23
Psalms,Ps,33,1,1,"19.33:1,12",Ps 33:1,Ps 33:1,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 17,10,Baunah,17,,,,,5/22,matins_psalm,"19.33:1,12","Ps 33:1,12"
Psalms,Ps,33,12,12,"19.33:1,12",Ps 33:12,Ps 33:12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 17,10,Baunah,17,,,,,5/22,matins_psalm,"19.33:1,12","Ps 33:1,12"
Luke,Lk,19,11,19,42.19:11-19,Lk 19:11-19,Lk 19:11-19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 17,10,Baunah,17,,,,,5/22,matins_gospel,42.19:11-19,Lk 19:11-19
Philippians,Phil,3,20,21,50.3:20-21*,Phil 3:20-21,Phil 3:20-21,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 17,10,Baunah,17,,,,,5/22,liturgy_pauline,50.3:20-21*@+50.4:1-9,Phil 3:20-21; Phil 4:1-9
Philippians,Phil,4,1,9,50.4:1-9,Phil 4:1-9,Phil 4:1-9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 17,10,Baunah,17,,,,,5/22,liturgy_pauline,50.3:20-21*@+50.4:1-9,Phil 3:20-21; Phil 4:1-9
James,James,5,9,20,59.5:9-20,James 5:9-20,James 5:9-20,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 17,10,Baunah,17,,,,,5/22,liturgy_catholic,59.5:9-20,James 5:9-20
Acts,Acts,11,19,26,44.11:19-26,Acts 11:19-26,Acts 11:19-26,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 17,10,Baunah,17,,,,,5/22,liturgy_acts,44.11:19-26,Acts 11:19-26
Psalms,Ps,34,19,19,19.34:19*,Ps 34:19,Ps 34:19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 17,10,Baunah,17,,,,,5/22,liturgy_psalm,19.34:19*@+19.68:3,Ps 34:19; Ps 68:3
Psalms,Ps,68,3,3,19.68:3,Ps 68:3,Ps 68:3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 17,10,Baunah,17,,,,,5/22,liturgy_psalm,19.34:19*@+19.68:3,Ps 34:19; Ps 68:3
Luke,Lk,12,32,44,42.12:32-44,Lk 12:32-44,Lk 12:32-44,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 17,10,Baunah,17,,,,,5/22,liturgy_gospel,42.12:32-44,Lk 12:32-44
Psalms,Ps,89,36,36,"19.89:36,29",Ps 89:36,Ps 89:36,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,vespers_psalm,"19.89:36,29","Ps 89:36,29"
Psalms,Ps,89,29,29,"19.89:36,29",Ps 89:29,Ps 89:29,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,vespers_psalm,"19.89:36,29","Ps 89:36,29"
Luke,Lk,9,18,27,42.9:18-27,Lk 9:18-27,Lk 9:18-27,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,vespers_gospel,42.9:18-27,Lk 9:18-27
Psalms,Ps,107,32,32,"19.107:32,41,42",Ps 107:32,Ps 107:32,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,matins_psalm,"19.107:32,41,42","Ps 107:32,41,42"
Psalms,Ps,107,41,41,"19.107:32,41,42",Ps 107:41,Ps 107:41,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,matins_psalm,"19.107:32,41,42","Ps 107:32,41,42"
Psalms,Ps,107,42,42,"19.107:32,41,42",Ps 107:42,Ps 107:42,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,matins_psalm,"19.107:32,41,42","Ps 107:32,41,42"
Mark,Mark,8,22,29,41.8:22-29,Mark 8:22-29,Mark 8:22-29,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,matins_gospel,41.8:22-29,Mark 8:22-29
Hebrews,Heb,4,14,16,58.4:14-16*,Heb 4:14-16,Heb 4:14-16,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,liturgy_pauline,58.4:14-16*@+58.5:1-14,Heb 4:14-16; Heb 5:1-14
Hebrews,Heb,5,1,14,58.5:1-14,Heb 5:1-14,Heb 5:1-14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,liturgy_pauline,58.4:14-16*@+58.5:1-14,Heb 4:14-16; Heb 5:1-14
1 Peter,1Pet,1,1,9,60.1:1-9,1Pet 1:1-9,1Pet 1:1-9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,liturgy_catholic,60.1:1-9,1Pet 1:1-9
Acts,Acts,12,1,24,44.12:1-24,Acts 12:1-24,Acts 12:1-24,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,liturgy_acts,44.12:1-24,Acts 12:1-24
Psalms,Ps,110,4,4,"19.110:4,5,7",Ps 110:4,Ps 110:4,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,liturgy_psalm,"19.110:4,5,7","Ps 110:4,5,7"
Psalms,Ps,110,5,5,"19.110:4,5,7",Ps 110:5,Ps 110:5,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,liturgy_psalm,"19.110:4,5,7","Ps 110:4,5,7"
Psalms,Ps,110,7,7,"19.110:4,5,7",Ps 110:7,Ps 110:7,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,liturgy_psalm,"19.110:4,5,7","Ps 110:4,5,7"
Matthew,Matt,16,13,19,40.16:13-19,Matt 16:13-19,Matt 16:13-19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 18,10,Baunah,18,,,,,3/29,liturgy_gospel,40.16:13-19,Matt 16:13-19
Psalms,Ps,34,17,18,19.34:17-18,Ps 34:17-18,Ps 34:17-18,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 19,10,Baunah,19,,,,,8/23,vespers_psalm,19.34:17-18,Ps 34:17-18
Matthew,Matt,10,16,22,40.10:16-22,Matt 10:16-22,Matt 10:16-22,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 19,10,Baunah,19,,,,,8/23,vespers_gospel,40.10:16-22,Matt 10:16-22
Psalms,Ps,34,19,20,19.34:19-20,Ps 34:19-20,Ps 34:19-20,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 19,10,Baunah,19,,,,,8/23,matins_psalm,19.34:19-20,Ps 34:19-20
Mark,Mark,8,34,38,41.8:34-38*,Mark 8:34-38,Mark 8:34-38,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 19,10,Baunah,19,,,,,8/23,matins_gospel,41.8:34-38*@+41.9:1,Mark 8:34-38; Mark 9:1
Mark,Mark,9,1,1,41.9:1,Mark 9:1,Mark 9:1,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 19,10,Baunah,19,,,,,8/23,matins_gospel,41.8:34-38*@+41.9:1,Mark 8:34-38; Mark 9:1
Romans,Rom,8,28,39,45.8:28-39,Rom 8:28-39,Rom 8:28-39,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 19,10,Baunah,19,,,,,8/23,liturgy_pauline,45.8:28-39,Rom 8:28-39
1 Peter,1Pet,4,1,11,60.4:1-11,1Pet 4:1-11,1Pet 4:1-11,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 19,10,Baunah,19,,,,,8/23,liturgy_catholic,60.4:1-11,1Pet 4:1-11
Acts,Acts,16,16,34,44.16:16-34,Acts 16:16-34,Acts 16:16-34,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 19,10,Baunah,19,,,,,8/23,liturgy_acts,44.16:16-34,Acts 16:16-34
Psalms,Ps,97,11,12,19.97:11-12,Ps 97:11-12,Ps 97:11-12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 19,10,Baunah,19,,,,,8/23,liturgy_psalm,19.97:11-12,Ps 97:11-12
Luke,Lk,21,12,19,42.21:12-19,Lk 21:12-19,Lk 21:12-19,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 19,10,Baunah,19,,,,,8/23,liturgy_gospel,42.21:12-19,Lk 21:12-19
Psalms,Ps,105,14,15,19.105:14-15,Ps 105:14-15,Ps 105:14-15,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 20,10,Baunah,20,,,,,1/8,vespers_psalm,19.105:14-15,Ps 105:14-15
Luke,Lk,11,37,51,42.11:37-51,Lk 11:37-51,Lk 11:37-51,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 20,10,Baunah,20,,,,,1/8,vespers_gospel,42.11:37-51,Lk 11:37-51
Psalms,Ps,105,26,26,"19.105:26,27,45",Ps 105:26,Ps 105:26,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 20,10,Baunah,20,,,,,1/8,matins_psalm,"19.105:26,27,45","Ps 105:26,27,45"
Psalms,Ps,105,27,27,"19.105:26,27,45",Ps 105:27,Ps 105:27,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 20,10,Baunah,20,,,,,1/8,matins_psalm,"19.105:26,27,45","Ps 105:26,27,45"
Psalms,Ps,105,45,45,"19.105:26,27,45",Ps 105:45,Ps 105:45,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 20,10,Baunah,20,,,,,1/8,matins_psalm,"19.105:26,27,45","Ps 105:26,27,45"
Matthew,Matt,17,1,9,40.17:1-9,Matt 17:1-9,Matt 17:1-9,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 20,10,Baunah,20,,,,,1/8,matins_gospel,40.17:1-9,Matt 17:1-9
Hebrews,Heb,11,17,27,58.11:17-27,Heb 11:17-27,Heb 11:17-27,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 20,10,Baunah,20,,,,,1/8,liturgy_pauline,58.11:17-27,Heb 11:17-27
2 Peter,2Pet,1,19,21,61.1:19-21*,2Pet 1:19-21,2Pet 1:19-21,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 20,10,Baunah,20,,,,,1/8,liturgy_catholic,61.1:19-21*@+61.2:1-8,2Pet 1:19-21; 2Pet 2:1-8
2 Peter,2Pet,2,1,8,61.2:1-8,2Pet 2:1-8,2Pet 2:1-8,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 20,10,Baunah,20,,,,,1/8,liturgy_catholic,61.1:19-21*@+61.2:1-8,2Pet 1:19-21; 2Pet 2:1-8
Acts,Acts,15,21,29,44.15:21-29,Acts 15:21-29,Acts 15:21-29,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 20,10,Baunah,20,,,,,1/8,liturgy_acts,44.15:21-29,Acts 15:21-29
Psalms,Ps,99,6,7,19.99:6-7,Ps 99:6-7,Ps 99:6-7,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 20,10,Baunah,20,,,,,1/8,liturgy_psalm,19.99:6-7,Ps 99:6-7
Matthew,Matt,23,13,36,40.23:13-36,Matt 23:13-36,Matt 23:13-36,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 20,10,Baunah,20,,,,,1/8,liturgy_gospel,40.23:13-36,Matt 23:13-36
Psalms,Ps,87,3,3,"19.87:3,5,7",Ps 87:3,Ps 87:3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 21,10,Baunah,21,,,,,9/1,vespers_psalm,"19.87:3,5,7","Ps 87:3,5,7"
Psalms,Ps,87,5,5,"19.87:3,5,7",Ps 87:5,Ps 87:5,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 21,10,Baunah,21,,,,,9/1,vespers_psalm,"19.87:3,5,7","Ps 87:3,5,7"
Psalms,Ps,87,7,7,"19.87:3,5,7",Ps 87:7,Ps 87:7,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 21,10,Baunah,21,,,,,9/1,vespers_psalm,"19.87:3,5,7","Ps 87:3,5,7"
Luke,Lk,10,38,42,42.10:38-42,Lk 10:38-42,Lk 10:38-42,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 21,10,Baunah,21,,,,,9/1,vespers_gospel,42.10:38-42,Lk 10:38-42
Psalms,Ps,48,8,8,"19.48:8,1",Ps 48:8,Ps 48:8,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 21,10,Baunah,21,,,,,9/1,matins_psalm,"19.48:8,1","Ps 48:8,1"
Psalms,Ps,48,1,1,"19.48:8,1",Ps 48:1,Ps 48:1,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 21,10,Baunah,21,,,,,9/1,matins_psalm,"19.48:8,1","Ps 48:8,1"
Matthew,Matt,12,35,50,40.12:35-50,Matt 12:35-50,Matt 12:35-50,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 21,10,Baunah,21,,,,,9/1,matins_gospel,40.12:35-50,Matt 12:35-50
Hebrews,Heb,9,1,12,58.9:1-12,Heb 9:1-12,Heb 9:1-12,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 21,10,Baunah,21,,,,,9/1,liturgy_pauline,58.9:1-12,Heb 9:1-12
2 John,2Jn,1,1,13,63.1:1-13,2Jn 1:1-13,2Jn 1:1-13,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 21,10,Baunah,21,,,,,9/1,liturgy_catholic,63.1:1-13,2Jn 1:1-13
Acts,Acts,1,1,14,44.1:1-14,Acts 1:1-14,Acts 1:1-14,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 21,10,Baunah,21,,,,,9/1,liturgy_acts,44.1:1-14,Acts 1:1-14
Psalms,Ps,45,12,13,19.45:12-13,Ps 45:12-13,Ps 45:12-13,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 21,10,Baunah,21,,,,,9/1,liturgy_psalm,19.45:12-13,Ps 45:12-13
Luke,Lk,1,39,56,42.1:39-56,Lk 1:39-56,Lk 1:39-56,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 21,10,Baunah,21,,,,,9/1,liturgy_gospel,42.1:39-56,Lk 1:39-56
Psalms,Ps,4,3,3,"19.4:3,6,7",Ps 4:3,Ps 4:3,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 22,10,Baunah,22,,,,,3/22,vespers_psalm,"19.4:3,6,7","Ps 4:3,6,7"
Psalms,Ps,4,6,6,"19.4:3,6,7",Ps 4:6,Ps 4:6,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 22,10,Baunah,22,,,,,3/22,vespers_psalm,"19.4:3,6,7","Ps 4:3,6,7"
Psalms,Ps,4,7,7,"19.4:3,6,7",Ps 4:7,Ps 4:7,katameros-api sqlite,AnnualReadings,annual fixed Coptic day,Annual,Baunah 22,10,Baunah,22,,,,,3/22,vespers_psalm,"19.4:3,6,7","Ps 4:3,6,7"
