day,hour,source_kind,source_family,source_file,source_line,source_page,order,reading_type,raw_ref,normalized_ref,parse_status,provenance_note
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14235,554,15,Gospel,Luke 22:66-23:12,Lk 22:66-23:12,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,First Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14284,556,16,Gospel,John 18:28-40,Jn 18:28-40,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14410,560,1,Prophecy,Genesis 48:1-19,Gen 48:1-19,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14463,562,2,Prophecy,Isaiah 50:4-9,Isa 50:4-9,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14495,563,3,Prophecy,Isaiah 3:9-15,Isa 3:9-15,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14520,564,4,Prophecy,Isaiah 63:1-7,Isa 63:1-7,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14547,565,5,Prophecy,"Amos 9:4-5,7-10","Amos 9:4-5,9:7-10",parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14580,566,6,Prophecy,"Job 29:21-25, 30:1-10","Job 29:21-25,30:1-10",parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14617,568,7,Pauline,Colossians 2:13-15,Col 2:13-15,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14642,569,8,Psalm,Psalm 38:17& 22:16,Ps 38:17,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14667,570,9,Gospel,Matthew 27:15-26,Matt 27:15-26,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14698,571,10,Gospel,Mark 15:6-25,Mark 15:6-25,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14751,573,11,Gospel,Luke 23:13-25,Lk 23:13-25,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Third Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14788,574,12,Gospel,John 19:1-12,Jn 19:1-12,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14904,578,1,Prophecy,Numbers 21:1-9,Num 21:1-9,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14934,579,2,Prophecy,Isaiah 53:7-12,Isa 53:7-12,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,14954,580,3,Prophecy,Isaiah 12:2-13:10,Isa 12:2-13:10,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,15015,582,4,Prophecy,Amos 8:9-12,Amos 8:9-12,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,15085,585,5,Pauline,Galatians 6:14-18,Gal 6:14-18,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,15247,591,6,Psalm,"Psalm 37:21, 22, 21:16,17,8,9","Ps 37:21,37:22,21:16,21:17,21:8,21:9",parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,15268,592,7,Gospel,Matthew 27:27-45,Matt 27:27-45,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,15320,594,8,Gospel,Mark 15:26-33,Mark 15:26-33,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,15352,595,9,Gospel,Luke 23:26-44,Lk 23:26-44,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Sixth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,15406,597,10,Gospel,John 19:13-27,Jn 19:13-27,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,15685,607,1,Prophecy,Jeremiah 11:18-12:13,Jer 11:18-12:13,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,15745,609,2,Prophecy,Zechariah 14:6-11,Zech 14:6-11,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,15774,610,3,Prophecy,"Joel 2:1-3, 2:10-11","Joel 2:1-3,2:10-11",parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,15847,613,4,Pauline,Philippians 2:4-11,Phil 2:4-11,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,15975,618,5,Psalm,"Psalm 69:1-2, 21","Ps 69:1-2,69:21",parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,15992,619,6,Gospel,Matthew 27:46-50,Matt 27:46-50,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16015,620,7,Gospel,Mark 15:34-37,Mark 15:34-37,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16030,620,8,Gospel,Luke 23:45-46,Lk 23:45-46,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Ninth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16047,621,9,Gospel,John 19:28-30,Jn 19:28-30,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16178,625,1,Prophecy,Exodus 12:1-14,Exod 12:1-14,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16231,627,2,Prophecy,Leviticus 23:5-12,Lev 23:5-12,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16278,629,3,Pauline,Galatians 3:1-6,Gal 3:1-6,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16321,631,4,Psalm,"Psalm 143:6, 7, 31:5","Ps 143:6,143:7,31:5",parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16332,631,5,Gospel,Matthew 27:51-56,Matt 27:51-56,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16358,632,6,Gospel,Mark 15:38-41,Mark 15:38-41,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16381,633,7,Gospel,Luke 23:47-49,Lk 23:47-49,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Eleventh Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16402,634,8,Gospel,John 19:31-37,Jn 19:31-37,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Twelfth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16527,638,1,Prophecy,Lamentations 3:1-66,Lam 3:1-66,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Twelfth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16643,642,2,Prophecy,Jonah 1:10-2:7,Jonah 1:10-2:7,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Twelfth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16683,644,3,Psalm,"Psalm 88:6, 23:4 &","Ps 88:6,23:4",parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Twelfth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16700,645,4,Gospel,Matthew 27:57-61,Matt 27:57-61,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Twelfth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16724,646,5,Gospel,Mark 15:42-16:1,Mark 15:42-16:1,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Twelfth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16757,647,6,Gospel,Luke 23:50-56,Lk 23:50-56,parsed,St. Mary Ottawa Holy Pascha extracted text.
Good Friday,Twelfth Hour,pascha_source_text,holy_pascha,out/sources/St_Mary_Ottawa_Katameros_Holy_Pascha_EN.txt,16784,648,7,Gospel,John 19:38-42,Jn 19:38-42,parsed,St. Mary Ottawa Holy Pascha extracted text.
