testament,book,chapter,matched_reading_ref,identity_key,occasion_id,occasion_short_label,season,service,hour,slot,status,attesting_edition
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,bashons-21,Bashons 21,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,bashons-29,Bashons 29,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,baunah-24-01,The Martyrdom of the Great Saint Anba Moses the Black,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,great-lent,Great Lent,Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,kiak-17,Kiak 17,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,kiyahk-17-01,The Commemoration of the Departure of St. Luke the Stylite and the Relocation of His Holy Relics,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,mesra-03-01,The Relocation of the Body of St. Simon (Simeon) the Stylite to the city of Antioch,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,mesra-03-01,The Relocation of the Body of St. Simon (Simeon) the Stylite to the city of Antioch,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,baunah-24-01,The Martyrdom of the Great Saint Anba Moses the Black,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,tut-14-01,The Departure of St. Agathon the Stylite,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,tut-14-01,The Departure of St. Agathon the Stylite,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,amshir-12-01,The Commemoration of the Archangel Michael,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,amshir-12-01,The Commemoration of the Archangel Michael,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,amshir-19-01,"The Commemoration of the Relocation of the Relics of St. Martianus, the Monk",Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,amshir-19-01,"The Commemoration of the Relocation of the Relics of St. Martianus, the Monk",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,amshir-03-01,"The Departure of St. James, the Ascetic",Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,amshir-03-01,"The Departure of St. James, the Ascetic",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,babah-13-01,"The Departure of Saint Zacharias, the Monk",Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,babah-25-01,The Departure of the Saints Apollo and Abib,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,babah-07-01,The Departure of St. Paul of Tamouh,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,babah-13-01,"The Departure of Saint Zacharias, the Monk",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,babah-25-01,The Departure of the Saints Apollo and Abib,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,babah-07-01,The Departure of St. Paul of Tamouh,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,baramhat-09-01,The Departure of St. Konan,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,barmuda-1,Barmuda 1,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,barmuda-10,Barmuda 10,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,bashans-20-01,The Departure Of St. Ammonius The Hermit,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,bashons-20,Bashons 20,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,baunah-29-01,The Martyrdom of the Seven Ascetic Saints in Tounar Mount,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,fast-of-nineveh,Fast of Nineveh,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:4-23,rid_11564142c0f83b3a97d1,kiak-12,Kiak 12,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:9-23,rid_4b3431c3dfa7562abb31,al-nasi-04-01,"The Departure of St. Leparius, Bishop of Rome",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:9-23,rid_4b3431c3dfa7562abb31,al-nasi-04-01,"The Departure of St. Leparius, Bishop of Rome",Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,4,1Cor 4:1-16,rid_a3ac9953cb7044c071bb,the-fourth-sunday-of-hator,The fourth Sunday of Hator,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,4,1Cor 4:1-16,rid_a3ac9953cb7044c071bb,the-third-sunday-of-paona,The third Sunday of Paona,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,4,1Cor 4:1-16,rid_a3ac9953cb7044c071bb,hatur-04-01,"The Martyrdom of Saints John and James, Bishops of Persia",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,4,1Cor 4:16-5,rid_5eace5c3d10681815f4c,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,4,1Cor 4:16-5:9,rid_1b3d8af52d8d3a699434,thursday-of-the-first-week-of-great-lent,Thursday of the first week of Great Lent,Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,5,1Cor 5:11-13,rid_94affbabc8f2bd0a3327,the-first-sunday-of-amshir,The first Sunday of Amshir,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,5,1Cor 5:11-13,rid_94affbabc8f2bd0a3327,amshir-01-01,"On this day of the year 381 A.D., one hundred and fifty fathers assembled upon the order of Emperor Theodosius the Great, in the city of Constantinople",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,5,1Cor 5:9-6,rid_df811cff75c8edc4bb8c,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,5,1Cor 5:9-6:5,rid_2f5976122a242568f030,monday-of-the-third-week-of-great-lent,Monday of the third week of Great Lent,Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,6,1Cor 6:1-11,rid_f6ee7b4e473ac900f543,the-first-sunday-of-amshir,The first Sunday of Amshir,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,6,1Cor 6:1-11,rid_f6ee7b4e473ac900f543,amshir-01-01,"On this day of the year 381 A.D., one hundred and fifty fathers assembled upon the order of Emperor Theodosius the Great, in the city of Constantinople",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,7,1Cor 7:12-14,rid_f85135c36849a6eee6a4,baptism,baptism,Special service,part_2,,part_2,current_public_or_local_reference,local package snapshot
New Testament,1 Corinthians,9,1Cor 9:1-27,rid_46fe0b240edbe15252f4,the-first-sunday-of-abib,The first Sunday of Abib,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,9,1Cor 9:1-27,rid_46fe0b240edbe15252f4,the-first-sunday-of-abib-apostle-s-feast,The first Sunday of Abib (Apostle's Feast),Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,9,1Cor 9:1-27,rid_46fe0b240edbe15252f4,the-first-sunday-of-mesra,The first Sunday of Mesra,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,9,1Cor 9:1-27,rid_46fe0b240edbe15252f4,abib-01-01,The Martyrdom of Saint Febronia the Ascetic,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
Old Testament,I Kings,18,1Kgs 18:36-39,rid_00a7e0b4cb4de20cd357,praises-of-the-prophets,PRAISES OF THE PROPHETS,Pascha / Holy Week,Midnight Praises,,Prayer of Elijah,current_public_or_local_reference,local package snapshot
New Testament,1 Peter,1,1Pet 1:1-12,rid_dd37e70de482647d865e,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,1,1Pet 1:1-12,rid_dd37e70de482647d865e,saturday-of-the-week-before-great-lent,Saturday of the week before Great Lent,Great Lent,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,1,1Pet 1:1-12,rid_dd37e70de482647d865e,the-first-sunday-of-abib,The first Sunday of Abib,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,1,1Pet 1:1-12,rid_dd37e70de482647d865e,the-first-sunday-of-abib-apostle-s-feast,The first Sunday of Abib (Apostle's Feast),Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,1,1Pet 1:1-12,rid_dd37e70de482647d865e,abib-01-01,The Martyrdom of Saint Febronia the Ascetic,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,1,1Pet 1:1-9,rid_be832a860aaa1ccbd7b0,amshir-11-01,"The Martyrdom of St. Fabianus (Fabrianus), Pope of Rome",Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,1,1Pet 1:1-9,rid_be832a860aaa1ccbd7b0,amshir-11-01,"The Martyrdom of St. Fabianus (Fabrianus), Pope of Rome",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,1,1Pet 1:1-9,rid_be832a860aaa1ccbd7b0,amshir-20-01,"The Departure of St. Peter, 21st Pope of Alexandria",Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,1,1Pet 1:1-9,rid_be832a860aaa1ccbd7b0,amshir-20-01,"The Departure of St. Peter, 21st Pope of Alexandria",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,1,1Pet 1:1-9,rid_be832a860aaa1ccbd7b0,babah-16-01,"The Departure of St. Agathon, 39th Pope of Alexandria",Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,1,1Pet 1:1-9,rid_be832a860aaa1ccbd7b0,babah-18-01,The Departure of the Honorable Father Saint Theophilus 23rd Pope of Alexandria,Annual / fixed or ordinary cycle,Liturgy,,Catholic Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Peter,1,1Pet 1:1-9,rid_be832a860aaa1ccbd7b0,babah-16-01,"The Departure of St. Agathon, 39th Pope of Alexandria",Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,1,1Pet 1:1-9,rid_be832a860aaa1ccbd7b0,babah-18-01,The Departure of the Honorable Father Saint Theophilus 23rd Pope of Alexandria,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Peter,1,1Pet 1:1-9,rid_be832a860aaa1ccbd7b0,baramhat-12-01,The Commemoration of the Honorable Angel Michael,Annual / fixed or ordinary cycle,liturgy_catholic,,liturgy_catholic,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
