testament,book,chapter,matched_reading_ref,identity_key,occasion_id,occasion_short_label,season,service,hour,slot,status,attesting_edition
New Testament,1 Corinthians,10,1Cor 10:1-13,rid_f72fd6622211f0669570,friday-of-the-sixth-week-of-great-lent,Friday of the sixth week of Great Lent,Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,10,1Cor 10:1-13,rid_f72fd6622211f0669570,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,10,1Cor 10:1-13,rid_f72fd6622211f0669570,liturgy-of-the-waters,liturgy_of_the_waters,Special service,main_readings,,main_readings,current_public_or_local_reference,local package snapshot
New Testament,1 Corinthians,10,1Cor 10:14-11:1,rid_f3ad0137d2cc8b9a757c,thursday-of-the-fifth-week-of-great-lent,Thursday of the fifth week of Great Lent,Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,10,1Cor 10:14-33,rid_5a50638a444324892993,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,10,1Cor 10:25-11:1,rid_4e11f77bd111d515b22e,mesra-29,Mesra 29,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,10,1Cor 10:25-32,rid_d5c6b4ed8367a4bcb035,mesra-29-01,"The Martyrdom of Sts. Athanasius, the Bishop, Gerasimus (Jarasimus), and Theodotus",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,11,1Cor 11:1,rid_ba68661deadf64018e16,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,11,1Cor 11:1,rid_ba68661deadf64018e16,mesra-29-01,"The Martyrdom of Sts. Athanasius, the Bishop, Gerasimus (Jarasimus), and Theodotus",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,11,1Cor 11:2-16,rid_c3d717a36e1c02bc8675,friday-of-the-sixth-week-of-the-holy-fifty-days,Friday of the sixth week of the holy fifty days,Holy Fifty Days,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,11,1Cor 11:2-16,rid_c3d717a36e1c02bc8675,holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,Holy Fifty Days,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,11,1Cor 11:23-34,rid_050475f781f932c674c6,the-covenant-thursday,the Covenant Thursday,Pascha / Holy Week,Liturgy,Liturgy,Pauline,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text"
New Testament,1 Corinthians,12,1Cor 12:1-31,rid_5fa4e81d52e23be6f2b5,holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,Holy Fifty Days,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,12,1Cor 12:1-31,rid_5fa4e81d52e23be6f2b5,pentecost,Pentecost,Holy Fifty Days,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,12,1Cor 12:28-13:8,rid_f2d4b37700ebd0305b6f,unction-of-the-sick,unction_of_the_sick,Special service,third_prayer,,third_prayer,current_public_or_local_reference,local package snapshot
New Testament,1 Corinthians,12,1Cor 12:28-31,rid_8213ac1cca66b6f6ddfb,pentecost-prostration,pentecost_prostration,Holy Fifty Days,main_readings,,main_readings,current_public_or_local_reference,local package snapshot
New Testament,1 Corinthians,12,1Cor 12:31,rid_657ca0718814bb870b2b,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,12,1Cor 12:31,rid_657ca0718814bb870b2b,holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,Holy Fifty Days,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,12,1Cor 12:31-14:1,rid_7d326b9e0ee3d70dd193,thursday-of-the-fourth-week-of-great-lent,Thursday of the fourth week of Great Lent,Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,12,1Cor 12:31-14:4,rid_b95773cfc79913d81f5c,saturday-of-the-seventh-week-of-the-holy-fifty-days,Saturday of the seventh week of the holy fifty days,Holy Fifty Days,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,13,1Cor 13:1-12,rid_c2cb4f70461f4e0c7e56,pentecost-prostration,pentecost_prostration,Holy Fifty Days,main_readings,,main_readings,current_public_or_local_reference,local package snapshot
New Testament,1 Corinthians,13,1Cor 13:1-13,rid_bc9bf43f3795d2c1c256,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,13,1Cor 13:1-13,rid_bc9bf43f3795d2c1c256,holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,Holy Fifty Days,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,13,1Cor 13:11-13,rid_ef7788ec8f9722572282,tubah-03-01,The Commemoration of the Slain Children of Bethlehem by the Order of King Herod,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,13,1Cor 13:11-14:4,rid_4a1a20a9746147f21b9c,amshir-7,Amshir 7,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,13,1Cor 13:11-14:4,rid_4a1a20a9746147f21b9c,fast-of-nineveh,Fast of Nineveh,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,13,1Cor 13:11-14:4,rid_4a1a20a9746147f21b9c,toba-3,Toba 3,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,13,1Cor 13:13-14:17,rid_1e69c4e36860c6ab7a52,pentecost-prostration,pentecost_prostration,Holy Fifty Days,main_readings,,main_readings,current_public_or_local_reference,local package snapshot
New Testament,1 Corinthians,14,1Cor 14:1,rid_a5863c59d0537664e6c2,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,14,1Cor 14:1-4,rid_562685130a71f3ea6163,holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,Holy Fifty Days,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,14,1Cor 14:1-4,rid_562685130a71f3ea6163,tubah-03-01,The Commemoration of the Slain Children of Bethlehem by the Order of King Herod,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,14,1Cor 14:12-17,rid_8912b338be418f50c3ed,friday-of-the-seventh-week-of-the-holy-fifty-days,Friday of the seventh week of the holy fifty days,Holy Fifty Days,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,14,1Cor 14:12-17,rid_8912b338be418f50c3ed,holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,Holy Fifty Days,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,14,1Cor 14:18-25,rid_88900cd8f9e3ee22a25a,the-fifth-sunday-of-abib,The fifth Sunday of Abib,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,14,1Cor 14:18-25,rid_88900cd8f9e3ee22a25a,the-fifth-sunday-of-bashons,The fifth Sunday of Bashons,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,14,1Cor 14:18-25,rid_88900cd8f9e3ee22a25a,the-fifth-sunday-of-mesra,The fifth Sunday of Mesra,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,14,1Cor 14:18-25,rid_88900cd8f9e3ee22a25a,the-fifth-sunday-of-paona,The fifth Sunday of Paona,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,14,1Cor 14:18-25,rid_88900cd8f9e3ee22a25a,baramhat-05-01,"The Departure of Anba Serapamon, Archpriest of Abba Yehnis (John) monastery",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,14,1Cor 14:18-28,rid_6a9410f6d9c360b425e5,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,14,1Cor 14:18-28,rid_6a9410f6d9c360b425e5,tuesday-of-the-sixth-week-of-great-lent,Tuesday of the sixth week of Great Lent,Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,14,1Cor 14:18-33,rid_ce47e31e4d0fa95fb300,the-fourth-sunday-of-bashons,The fourth Sunday of Bashons,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,14,1Cor 14:18-33,rid_ce47e31e4d0fa95fb300,bashans-04-01,"The Departure of Pope John (Youhanna) the First, the Twenty Ninth Patriarch of the See of St. Mark",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,14,1Cor 14:18-40,rid_50539ad2fbcd0ae35fe5,pentecost-prostration,pentecost_prostration,Holy Fifty Days,main_readings,,main_readings,current_public_or_local_reference,local package snapshot
New Testament,1 Corinthians,14,1Cor 14:5-11,rid_62e55b71e4923a37c013,holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,Holy Fifty Days,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,14,1Cor 14:5-11,rid_62e55b71e4923a37c013,thursday-of-the-seventh-week-of-the-holy-fifty-days,Thursday of the seventh week of the holy fifty days,Holy Fifty Days,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,14,1Cor 14:5-11,rid_62e55b71e4923a37c013,thursday-of-the-seventh-week-of-the-holy-fifty-days-and-the-feast-of-entry-into-egypt,Thursday of the seventh week of the holy fifty days and the Feast of Entry into Egypt,Holy Fifty Days,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,14,1Cor 14:5-17,rid_0fabf79268fbc6a8f389,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,14,1Cor 14:5-17,rid_0fabf79268fbc6a8f389,tuesday-of-the-seventh-week-of-great-lent,Tuesday of the seventh week of Great Lent,Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,15,1Cor 15:1-22,rid_510ef64cea70eb604bf0,bright-saturday,Bright Saturday,Pascha / Holy Week,Liturgy,Liturgy,Pauline,current_working_source_not_coptic_reader_checked,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,15,1Cor 15:1-22,rid_510ef64cea70eb604bf0,st-basil-liturgy-liturgy-of-the-word,ST. BASIL LITURGY – LITURGY OF THE WORD,Pascha / Holy Week,Liturgy,,Pauline Epistle,current_public_or_local_reference,local package snapshot
New Testament,1 Corinthians,15,1Cor 15:1-23,rid_f4849efdaf2a771b63bb,funeral,funeral,Special service,part_1,,part_1,current_public_or_local_reference,local package snapshot
New Testament,1 Corinthians,15,1Cor 15:1-27,rid_654ca9e2542635d77575,general-funeral,general_funeral,Special service,main_readings,,main_readings,current_public_or_local_reference,local package snapshot
New Testament,1 Corinthians,15,1Cor 15:23-49,rid_b5376eb8e7fff035261d,holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,Holy Fifty Days,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,15,1Cor 15:23-49,rid_b5376eb8e7fff035261d,the-feast-of-resurrection,The Feast of Resurrection,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,15,1Cor 15:39-49,rid_0a2357fd9efb6dbd9e7e,funeral,funeral,Special service,part_2,,part_2,current_public_or_local_reference,local package snapshot
New Testament,1 Corinthians,15,1Cor 15:50-58,rid_f4a57c595ed485c766ce,holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,Holy Fifty Days,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,15,1Cor 15:50-58,rid_f4a57c595ed485c766ce,wednesday-of-the-first-week-of-the-holy-fifty-days,Wednesday of the first week of the holy fifty days,Holy Fifty Days,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,15,1Cor 15:50-58,rid_f4a57c595ed485c766ce,funeral,funeral,Special service,part_5,,part_5,current_public_or_local_reference,local package snapshot
New Testament,1 Corinthians,15,1Cor 15:57-16,rid_9c927e9afe30d7a8741e,holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,Holy Fifty Days,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,15,1Cor 15:57-16:8,rid_ca7f7d462f90bd19a5b4,sunday-of-the-sixth-week-of-the-holy-fifty-days,Sunday of the sixth week of the holy fifty days,Holy Fifty Days,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,15,1Cor 15:57-16:8,rid_ca7f7d462f90bd19a5b4,sunday-of-the-sixth-week-of-the-holy-fifty-days-and-the-feast-of-entry-into-egypt,Sunday of the sixth week of the holy fifty days and the Feast of Entry into Egypt,Holy Fifty Days,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,16,1Cor 16:12-23,rid_b00f5051d7b98f2cd736,the-third-sunday-of-baba,The third Sunday of Baba,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,16,1Cor 16:12-24,rid_b26f6d285b33240934a2,babah-03-01,"The Departure of St. Simon II, 51st Pope of the See of St. Mark",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,1,1Cor 1:1-16,rid_3d299c713070875f48f4,the-fourth-sunday-of-amshir,The fourth Sunday of Amshir,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:1-16,rid_3d299c713070875f48f4,amshir-04-01,"The Martyrdom of St. Agabus, One of the Seventy Disciples",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,1,1Cor 1:1-17,rid_c56c5ecd4867429784bb,epiphany-paramoune,Epiphany Paramoune,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:1-17,rid_c56c5ecd4867429784bb,tubah-10-01,Paramouni of Holy Theophany (Epiphany),Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,baramhat-10-01,Commemoration Of the Appearance Of The Glorious Cross,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,friday-of-the-second-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Friday of the second week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,mesra-12-01,The Commemoration of the Honorable Archangel Michael,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,mesra-12-01,The Commemoration of the Honorable Archangel Michael,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,monday-of-the-sixth-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Monday of the sixth week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,monday-of-the-third-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Monday of the third week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,saturday-of-the-third-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Saturday of the third week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,sunday-of-the-fifth-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Sunday of the fifth week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,sunday-of-the-fourth-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Sunday of the fourth week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,tut-17-01,The Feast of the Consecration of the Church of the Honorable Cross,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,thursday-of-the-fifth-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Thursday of the fifth week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,thursday-of-the-fourth-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Thursday of the fourth week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,tuesday-of-the-second-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Tuesday of the second week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,tuesday-of-the-third-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Tuesday of the third week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,tut-17-01,The Feast of the Consecration of the Church of the Honorable Cross,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,wednesday-of-the-fifth-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Wednesday of the fifth week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:17-31,rid_f48f7d55b9548abdea42,wednesday-of-the-fourth-week-of-great-lent-br-feast-of-the-cross-readings-of-10th-baramhat,Wednesday of the fourth week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat),Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,1,1Cor 1:23-2:5,rid_65e4f9cea487eb2f68e7,good-friday,Good Friday,Pascha / Holy Week,First Hour,First Hour,Pauline,historical_witness,"Lent 1734 A.M., 2018 A.D. eBook extracted text"
New Testament,1 Corinthians,2,1Cor 2:1-16,rid_50a6694c3f52d0c2abca,the-third-sunday-of-tout,The third Sunday of Tout,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,2,1Cor 2:1-16,rid_50a6694c3f52d0c2abca,tut-03-01,A Council held in the city of Alexandria,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,2,1Cor 2:1-8,rid_afb964274d93f8e283f9,great-lent-jonah-nineveh-cycle,Great Lent/Jonah/Nineveh cycle,Great Lent,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,2,1Cor 2:1-8,rid_afb964274d93f8e283f9,lazarus-saturday-of-great-lent,Lazarus Saturday of Great Lent,Great Lent,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,2,1Cor 2:6-16,rid_deee8e51f32e0fb0c5fe,the-second-sunday-of-paona,The second Sunday of Paona,Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,2,1Cor 2:6-16,rid_deee8e51f32e0fb0c5fe,baunah-02-01,The Commemoration of the Appearance of the Bodies of St. John the Baptist and Elisha the Prophet,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,abib-15-01,The Departure of St. Ephraem El-Soriani (The Syrian),Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,abib-15-01,The Departure of St. Ephraem El-Soriani (The Syrian),Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,amshir-30-01,The Appearance of the Head of St. John the Baptist,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,amshir-09-01,"The Departure of St. Barsauma, the Father of the Syrian Monks",Annual / fixed or ordinary cycle,Liturgy,,Pauline Epistle,current_public_or_local_reference,local cache covering 2020 to 2035
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,amshir-09-01,"The Departure of St. Barsauma, the Father of the Syrian Monks",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,bashans-14-01,"The Departure of St. Pachomius (Pakhom), the Father of the Spiritual Communal Monastic life (Cenobitic life)",Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,bashans-02-01,The Departure of the righteous Job,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,bashans-21-01,The Commemoration of the Holy and Pure Virgin Mary,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
New Testament,1 Corinthians,3,1Cor 3:1-8,rid_841929ca36fafb1704a8,bashans-29-01,The Departure Of St. Simon the Stylite,Annual / fixed or ordinary cycle,liturgy_pauline,,liturgy_pauline,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database
