study_slug,testament,book,chapter,study_passages,matched_reading_ref,identity_key,occasion_id,occasion_short_label,collection_type,season,service,hour,slot,bridge_basis,confidence,status,attesting_edition,hour_theme,homily_ref,occurrence_count_for_this_passage
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,babah-24-01,The Departure of the Righteous Father Abba Hilarion,,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,13
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,babah-24-01,The Departure of the Righteous Father Abba Hilarion,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,barmuda-9,Barmuda 9,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,bashans-13-01,The Departure Of St. Arsanius The Tutor Of the Emperor's Children,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,bashans-19-01,"The Commemoration of the Departure of Abba Isaac, the Priest of El-Qalali (Cells)",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,baunah-05-01,The Departure of St. James of the East,,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,8
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,baunah-05-01,The Departure of St. James of the East,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,baunah-17-01,The Return of the Relics of the Great St. Mark to the New St. Mark Cathedral,,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,baunah-17-01,The Return of the Relics of the Great St. Mark to the New St. Mark Cathedral,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,baunah-23-01,The Departure of St. Abba Noub the Confessor,,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,baunah-23-01,The Departure of St. Abba Noub the Confessor,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,fast-of-nineveh,Fast of Nineveh,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,3
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,kiak-25,Kiak 25,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,13
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,kiak-7,Kiak 7,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,kiak-9,Kiak 9,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,13
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,kiyahk-07-01,The Departure of St. Matthew the Poor,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,kiyahk-09-01,"The Departure of St. Poemin, the Confessor",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,kiyahk-25-01,The Departure of St. John Kama (Khame),,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,mesra-05-01,The Departure of St. John the Soldier,,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,mesra-05-01,The Departure of St. John the Soldier,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,toba-22,Toba 22,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,12
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,toba-26,Toba 26,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,12
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,tubah-22-01,The Departure of St. Anthony the Great (Antonius),foundational-37-tubah-22,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,explicit,high,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:12 (LXX Ps 32:12),rid_78a462333d03b96e5072,tubah-26-01,"The Martyrdom of the Forty-Nine Saints, the Elders of Sheheat (Scetis)",foundational-38-tubah-26,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,explicit,high,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:3-4 (LXX Ps 32:3-4),rid_828b55574b3bfbdd828a,thomas-sunday,Thomas Sunday,,Annual / fixed or ordinary cycle,Vespers,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,evening thanksgiving and watchfulness,,16
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,abib-07-01,"The Departure of St. Shenouda (Shenoute), the Archimandrite",,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,abib-07-01,"The Departure of St. Shenouda (Shenoute), the Archimandrite",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,amshir-02-01,"The Departure of the Great Saint Anba Paul, the First Hermit",foundational-40-amshir-02,Annual / fixed or ordinary cycle,Matins,,Psalm,explicit,high,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,11
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,amshir-02-01,"The Departure of the Great Saint Anba Paul, the First Hermit",foundational-40-amshir-02,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,explicit,high,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,babah-20-01,The Departure of the Great St. John Colobos (the Short),,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,13
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,babah-20-01,The Departure of the Great St. John Colobos (the Short),,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,babah-24-01,The Departure of the Righteous Father Abba Hilarion,,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,13
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,babah-24-01,The Departure of the Righteous Father Abba Hilarion,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,babah-24-01,The Departure of the Righteous Father Abba Hilarion,,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,barmuda-9,Barmuda 9,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,barmuda-9,Barmuda 9,,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,bashans-13-01,The Departure Of St. Arsanius The Tutor Of the Emperor's Children,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,bashans-13-01,The Departure Of St. Arsanius The Tutor Of the Emperor's Children,,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,bashans-19-01,"The Commemoration of the Departure of Abba Isaac, the Priest of El-Qalali (Cells)",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,bashans-19-01,"The Commemoration of the Departure of Abba Isaac, the Priest of El-Qalali (Cells)",,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,baunah-05-01,The Departure of St. James of the East,,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,8
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,baunah-05-01,The Departure of St. James of the East,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,baunah-05-01,The Departure of St. James of the East,,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,baunah-17-01,The Return of the Relics of the Great St. Mark to the New St. Mark Cathedral,,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,baunah-17-01,The Return of the Relics of the Great St. Mark to the New St. Mark Cathedral,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,baunah-17-01,The Return of the Relics of the Great St. Mark to the New St. Mark Cathedral,,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,baunah-23-01,The Departure of St. Abba Noub the Confessor,,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,baunah-23-01,The Departure of St. Abba Noub the Confessor,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,baunah-23-01,The Departure of St. Abba Noub the Confessor,,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,fast-of-nineveh,Fast of Nineveh,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,3
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,kiak-25,Kiak 25,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,13
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,kiak-7,Kiak 7,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,kiak-9,Kiak 9,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,13
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,kiyahk-07-01,The Departure of St. Matthew the Poor,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,kiyahk-09-01,"The Departure of St. Poemin, the Confessor",,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,kiyahk-09-01,"The Departure of St. Poemin, the Confessor",,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,kiyahk-25-01,The Departure of St. John Kama (Khame),,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,mesra-05-01,The Departure of St. John the Soldier,,Annual / fixed or ordinary cycle,Matins,,Psalm,collection-type,medium,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,14
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,mesra-05-01,The Departure of St. John the Soldier,,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,mesra-05-01,The Departure of St. John the Soldier,,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,toba-22,Toba 22,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,12
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,toba-26,Toba 26,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,12
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,tubah-22-01,The Departure of St. Anthony the Great (Antonius),foundational-37-tubah-22,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,explicit,high,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,tubah-22-01,The Departure of St. Anthony the Great (Antonius),foundational-37-tubah-22,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,explicit,high,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,tubah-26-01,"The Martyrdom of the Forty-Nine Saints, the Elders of Sheheat (Scetis)",foundational-38-tubah-26,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,explicit,high,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:1 (LXX Ps 32:1),rid_8362fc480566bba18f8a,tubah-26-01,"The Martyrdom of the Forty-Nine Saints, the Elders of Sheheat (Scetis)",foundational-38-tubah-26,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,explicit,high,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:9 (LXX Ps 32:9),rid_8deada2789dcc9bf3ba7,hator-8,Hator 8,,Annual / fixed or ordinary cycle,Matins,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,awakening to praise and repentance,,13
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:9 (LXX Ps 32:9),rid_8deada2789dcc9bf3ba7,hatur-08-01,The Commemoration of the Four Incorporeal Beasts,foundational-14-hatur-08,Annual / fixed or ordinary cycle,matins_psalm,,matins_psalm,explicit,high,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:4 (LXX Ps 32:4),rid_a3f9f3a72421beb32d36,holy-fifty-days-pentecost-cycle,Holy Fifty Days/Pentecost cycle,,Holy Fifty Days,vespers_psalm,,vespers_psalm,missing,,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:22 (LXX Ps 32:22),rid_a433b95115022db884be,mesra-01-01,"The Martyrdom of St. Apoli, Son of Justus",,Annual / fixed or ordinary cycle,vespers_psalm,,vespers_psalm,collection-type,medium,current_public_or_local_reference,local repo snapshot of pierresaid Katameros API SQLite database,,,1
psalm-33-lxx-32-the-new-song-and-the-counsel-of-the-lord,Old Testament,Psalms,33,Psalm 33,Ps 33:22 (LXX Ps 32:22),rid_a433b95115022db884be,the-first-sunday-of-mesra,The first Sunday of Mesra,,Annual / fixed or ordinary cycle,Vespers,,Psalm,missing,,current_public_or_local_reference,local cache covering 2020 to 2035,evening thanksgiving and watchfulness,,14
